 timeG,       durG,    percG, G,    rGx1,   rGy1,   rGz1,       
 0001.523438, 000987,  0.987, _,    -00036, 000077, -00030,    
 0001.525391, 000980,  0.980, _,    -00034, 000078, -00032,    
 0001.525391, 000978,  0.978, _,    -00031, 000084, -00035,    
 0001.527344, 000978,  0.978, _,    -00025, 000087, -00036,    
 0001.527344, 000977,  0.977, _,    -00025, 000079, -00038,    
 0001.529297, 000977,  0.977, _,    -00031, 000075, -00035,    
 0001.529297, 000979,  0.979, _,    -00032, 000076, -00032,    
 0001.531250, 000978,  0.978, _,    -00033, 000076, -00032,    
 0001.531250, 000978,  0.978, _,    -00034, 000076, -00030,    
 0001.533203, 000978,  0.978, _,    -00033, 000078, -00025,    
 0001.533203, 000977,  0.977, _,    -00030, 000079, -00026,    
 0001.535156, 000977,  0.977, _,    -00028, 000080, -00027,    
 0001.535156, 000977,  0.977, _,    -00028, 000084, -00030,    
 0001.537109, 000977,  0.977, _,    -00037, 000082, -00034,    
 0001.537109, 000976,  0.976, _,    -00043, 000077, -00039,    
 0001.539062, 000979,  0.979, _,    -00042, 000078, -00039,    
 0001.539062, 000980,  0.980, _,    -00037, 000081, -00038,    
 0001.541016, 000978,  0.978, _,    -00035, 000081, -00037,    
 0001.541016, 000977,  0.977, _,    -00035, 000081, -00038,    
 0001.542969, 000979,  0.979, _,    -00037, 000081, -00037,    
 0001.542969, 000977,  0.977, _,    -00037, 000078, -00032,    
 0001.544922, 000976,  0.976, _,    -00033, 000076, -00031,    
 0001.544922, 000977,  0.977, _,    -00032, 000079, -00035,    
 0001.546875, 000977,  0.977, _,    -00032, 000077, -00038,    
 0001.546875, 000979,  0.979, _,    -00031, 000073, -00036,    
 0001.548828, 000977,  0.977, _,    -00030, 000071, -00036,    
 0001.550781, 000979,  0.979, _,    -00031, 000074, -00038,    
 0001.550781, 000978,  0.978, _,    -00030, 000078, -00039,    
 0001.552734, 000978,  0.978, _,    -00034, 000081, -00037,    
 0001.552734, 000977,  0.977, _,    -00041, 000081, -00035,    
 0001.554688, 000977,  0.977, _,    -00039, 000080, -00036,    
 0001.554688, 000979,  0.979, _,    -00033, 000081, -00039,    
 0001.556641, 000976,  0.976, _,    -00030, 000079, -00036,    
 0001.556641, 000977,  0.977, _,    -00030, 000075, -00032,    
 0001.558594, 000977,  0.977, _,    -00036, 000071, -00030,    
 0001.558594, 000977,  0.977, _,    -00042, 000068, -00028,    
 0001.560547, 000980,  0.980, _,    -00041, 000068, -00031,    
 0001.560547, 000979,  0.979, _,    -00037, 000073, -00034,    
 0001.562500, 000978,  0.978, _,    -00034, 000079, -00036,    
 0001.562500, 000978,  0.978, _,    -00031, 000081, -00036,    
 0001.564453, 000978,  0.978, _,    -00032, 000080, -00037,    
 0001.564453, 000977,  0.977, _,    -00035, 000080, -00036,    
 0001.566406, 000977,  0.977, _,    -00037, 000080, -00036,    
 0001.566406, 000978,  0.978, _,    -00035, 000082, -00034,    
 0001.568359, 000979,  0.979, _,    -00027, 000080, -00027,    
 0001.568359, 000977,  0.977, _,    -00024, 000073, -00025,    
 0001.570312, 000980,  0.980, _,    -00031, 000072, -00030,    
 0001.570312, 000979,  0.979, _,    -00040, 000078, -00033,    
 0001.572266, 000978,  0.978, _,    -00042, 000084, -00036,    
 0001.572266, 000979,  0.979, _,    -00034, 000083, -00036,    
 0001.574219, 000976,  0.976, _,    -00028, 000079, -00037,    
 0001.574219, 000977,  0.977, _,    -00028, 000076, -00033,    
 0001.576172, 000978,  0.978, _,    -00027, 000078, -00028,    
 0001.576172, 000977,  0.977, _,    -00027, 000079, -00029,    
 0001.578125, 000978,  0.978, _,    -00031, 000075, -00033,    
 0001.578125, 000978,  0.978, _,    -00034, 000070, -00037,    
 0001.580078, 000979,  0.979, _,    -00033, 000068, -00038,    
 0001.580078, 000979,  0.979, _,    -00031, 000073, -00037,    
 0001.582031, 000978,  0.978, _,    -00034, 000076, -00037,    
 0001.582031, 000979,  0.979, _,    -00035, 000078, -00033,    
 0001.583984, 000977,  0.977, _,    -00034, 000078, -00030,    
 0001.583984, 000980,  0.980, _,    -00035, 000079, -00028,    
 0001.585938, 000977,  0.977, _,    -00037, 000079, -00030,    
 0001.585938, 000977,  0.977, _,    -00036, 000076, -00035,    
 0001.587891, 000987,  0.987, _,    -00033, 000071, -00038,    
 0001.589844, 000981,  0.981, _,    -00031, 000068, -00033,    
 0001.589844, 000983,  0.983, _,    -00026, 000070, -00031,    
 0001.591797, 000979,  0.979, _,    -00027, 000073, -00035,    
 0001.591797, 000979,  0.979, _,    -00034, 000075, -00035,    
 0001.593750, 000977,  0.977, _,    -00032, 000079, -00031,    
 0001.593750, 000978,  0.978, _,    -00030, 000077, -00031,    
 0001.595703, 000979,  0.979, _,    -00033, 000075, -00034,    
 0001.595703, 000978,  0.978, _,    -00037, 000075, -00035,    
 0001.597656, 000979,  0.979, _,    -00036, 000076, -00031,    
 0001.597656, 000977,  0.977, _,    -00036, 000077, -00031,    
 0001.599609, 000978,  0.978, _,    -00036, 000077, -00036,    
 0001.599609, 000979,  0.979, _,    -00033, 000075, -00040,    
 0001.601562, 000979,  0.979, _,    -00032, 000074, -00040,    
 0001.601562, 000979,  0.979, _,    -00031, 000078, -00038,    
 0001.603516, 000978,  0.978, _,    -00031, 000079, -00034,    
 0001.603516, 000979,  0.979, _,    -00037, 000079, -00039,    
 0001.605469, 000976,  0.976, _,    -00041, 000080, -00039,    
 0001.605469, 000977,  0.977, _,    -00038, 000077, -00034,    
 0001.607422, 000976,  0.976, _,    -00033, 000076, -00031,    
 0001.607422, 000978,  0.978, _,    -00034, 000077, -00031,    
 0001.609375, 000978,  0.978, _,    -00037, 000079, -00036,    
 0001.609375, 000980,  0.980, _,    -00037, 000078, -00036,    
 0001.611328, 000978,  0.978, _,    -00033, 000078, -00031,    
 0001.611328, 000978,  0.978, _,    -00030, 000078, -00032,    
 0001.613281, 000977,  0.977, _,    -00026, 000073, -00039,    
 0001.613281, 000977,  0.977, _,    -00028, 000070, -00041,    
 0001.615234, 000977,  0.977, _,    -00029, 000067, -00039,    
 0001.615234, 000977,  0.977, _,    -00031, 000066, -00037,    
 0001.617188, 000977,  0.977, _,    -00030, 000069, -00031,    
 0001.617188, 000977,  0.977, _,    -00028, 000071, -00029,    
 0001.619141, 000976,  0.976, _,    -00032, 000076, -00033,    
 0001.619141, 000979,  0.979, _,    -00033, 000076, -00035,    
 0001.621094, 000977,  0.977, _,    -00034, 000077, -00036,    
 0001.621094, 000978,  0.978, _,    -00034, 000080, -00035,    
 0001.623047, 000978,  0.978, _,    -00032, 000078, -00031,    
 0001.623047, 000977,  0.977, _,    -00035, 000073, -00031,    
 0001.625000, 000977,  0.977, _,    -00038, 000072, -00034,    
 0001.625000, 000976,  0.976, _,    -00036, 000076, -00033,    
 0001.626953, 000978,  0.978, _,    -00028, 000077, -00031,    
 0001.626953, 000976,  0.976, _,    -00025, 000077, -00033,    
 0001.628906, 000976,  0.976, _,    -00032, 000080, -00036,    
 0001.630859, 000980,  0.980, _,    -00040, 000077, -00041,    
 0001.630859, 000978,  0.978, _,    -00041, 000071, -00045,    
 0001.632812, 000977,  0.977, _,    -00036, 000071, -00045,    
 0001.632812, 000977,  0.977, _,    -00032, 000073, -00042,    
 0001.634766, 000977,  0.977, _,    -00030, 000073, -00042,    
 0001.634766, 000977,  0.977, _,    -00029, 000075, -00044,    
 0001.636719, 000976,  0.976, _,    -00027, 000078, -00044,    
 0001.636719, 000977,  0.977, _,    -00026, 000079, -00045,    
 0001.638672, 000977,  0.977, _,    -00029, 000076, -00041,    
 0001.638672, 000977,  0.977, _,    -00036, 000072, -00034,    
 0001.640625, 000978,  0.978, _,    -00038, 000068, -00032,    
 0001.640625, 000980,  0.980, _,    -00040, 000069, -00035,    
 0001.642578, 000977,  0.977, _,    -00040, 000073, -00037,    
 0001.642578, 000978,  0.978, _,    -00037, 000074, -00033,    
 0001.644531, 000976,  0.976, _,    -00035, 000073, -00033,    
 0001.644531, 000979,  0.979, _,    -00032, 000076, -00034,    
 0001.646484, 000976,  0.976, _,    -00026, 000080, -00037,    
 0001.646484, 000976,  0.976, _,    -00024, 000079, -00038,    
 0001.648438, 000977,  0.977, _,    -00027, 000074, -00034,    
 0001.648438, 000977,  0.977, _,    -00033, 000072, -00032,    
 0001.650391, 000978,  0.978, _,    -00039, 000071, -00031,    
 0001.650391, 000977,  0.977, _,    -00039, 000073, -00031,    
 0001.652344, 000989,  0.989, _,    -00037, 000073, -00035,    
 0001.652344, 000980,  0.980, _,    -00034, 000069, -00038,    
 0001.654297, 000978,  0.978, _,    -00032, 000066, -00041,    
 0001.654297, 000977,  0.977, _,    -00032, 000072, -00039,    
 0001.656250, 000977,  0.977, _,    -00033, 000081, -00036,    
 0001.656250, 000977,  0.977, _,    -00037, 000082, -00032,    
 0001.658203, 000976,  0.976, _,    -00038, 000075, -00029,    
 0001.658203, 000977,  0.977, _,    -00036, 000070, -00026,    
 0001.660156, 000979,  0.979, _,    -00036, 000072, -00029,    
 0001.660156, 000977,  0.977, _,    -00036, 000077, -00031,    
 0001.662109, 000976,  0.976, _,    -00029, 000077, -00030,    
 0001.662109, 000976,  0.976, _,    -00027, 000072, -00032,    
 0001.664062, 000977,  0.977, _,    -00035, 000070, -00039,    
 0001.664062, 000976,  0.976, _,    -00039, 000073, -00043,    
 0001.666016, 000977,  0.977, _,    -00037, 000079, -00041,    
 0001.666016, 000977,  0.977, _,    -00031, 000080, -00040,    
 0001.667969, 000977,  0.977, _,    -00030, 000073, -00038,    
 0001.669922, 000978,  0.978, _,    -00030, 000068, -00033,    
 0001.669922, 000980,  0.980, _,    -00034, 000070, -00030,    
 0001.671875, 000978,  0.978, _,    -00039, 000074, -00031,    
 0001.671875, 000977,  0.977, _,    -00039, 000081, -00028,    
 0001.673828, 000977,  0.977, _,    -00036, 000085, -00026,    
 0001.673828, 000977,  0.977, _,    -00034, 000080, -00025,    
 0001.675781, 000977,  0.977, _,    -00035, 000072, -00027,    
 0001.675781, 000978,  0.978, _,    -00036, 000072, -00030,    
 0001.677734, 000976,  0.976, _,    -00038, 000077, -00033,    
 0001.677734, 000977,  0.977, _,    -00038, 000083, -00033,    
 0001.679688, 000977,  0.977, _,    -00037, 000084, -00032,    
 0001.679688, 000979,  0.979, _,    -00037, 000081, -00030,    
 0001.681641, 000978,  0.978, _,    -00040, 000075, -00031,    
 0001.681641, 000977,  0.977, _,    -00041, 000072, -00033,    
 0001.683594, 000977,  0.977, _,    -00041, 000069, -00030,    
 0001.683594, 000978,  0.978, _,    -00041, 000072, -00024,    
 0001.685547, 000977,  0.977, _,    -00039, 000077, -00022,    
 0001.685547, 000980,  0.980, _,    -00030, 000073, -00025,    
 0001.687500, 000978,  0.978, _,    -00025, 000071, -00029,    
 0001.687500, 000977,  0.977, _,    -00025, 000074, -00032,    
 0001.689453, 000977,  0.977, _,    -00030, 000076, -00035,    
 0001.689453, 000979,  0.979, _,    -00034, 000073, -00033,    
 0001.691406, 000977,  0.977, _,    -00033, 000070, -00031,    
 0001.691406, 000977,  0.977, _,    -00030, 000073, -00035,    
 0001.693359, 000976,  0.976, _,    -00032, 000081, -00037,    
 0001.693359, 000976,  0.976, _,    -00037, 000086, -00037,    
 0001.695312, 000977,  0.977, _,    -00042, 000086, -00038,    
 0001.695312, 000977,  0.977, _,    -00041, 000080, -00036,    
 0001.697266, 000977,  0.977, _,    -00037, 000074, -00034,    
 0001.697266, 000980,  0.980, _,    -00040, 000076, -00034,    
 0001.699219, 000977,  0.977, _,    -00045, 000080, -00034,    
 0001.699219, 000981,  0.981, _,    -00043, 000083, -00031,    
 0001.701172, 000978,  0.978, _,    -00033, 000080, -00027,    
 0001.701172, 000977,  0.977, _,    -00025, 000075, -00032,    
 0001.703125, 000978,  0.978, _,    -00025, 000075, -00033,    
 0001.703125, 000977,  0.977, _,    -00030, 000079, -00029,    
 0001.705078, 000976,  0.976, _,    -00034, 000082, -00033,    
 0001.705078, 000976,  0.976, _,    -00037, 000080, -00034,    
 0001.707031, 000978,  0.978, _,    -00036, 000077, -00033,    
 0001.707031, 000978,  0.978, _,    -00037, 000074, -00032,    
 0001.708984, 000977,  0.977, _,    -00039, 000074, -00029,    
 0001.708984, 000979,  0.979, _,    -00038, 000076, -00030,    
 0001.710938, 000979,  0.979, _,    -00034, 000078, -00031,    
 0001.712891, 000979,  0.979, _,    -00034, 000076, -00031,    
 0001.712891, 000977,  0.977, _,    -00039, 000072, -00031,    
 0001.714844, 000977,  0.977, _,    -00040, 000072, -00033,    
 0001.714844, 000977,  0.977, _,    -00037, 000076, -00034,    
 0001.716797, 000989,  0.989, _,    -00032, 000077, -00033,    
 0001.716797, 000981,  0.981, _,    -00032, 000076, -00035,    
 0001.718750, 000978,  0.978, _,    -00035, 000072, -00036,    
 0001.718750, 000977,  0.977, _,    -00038, 000076, -00031,    
 0001.720703, 000981,  0.981, _,    -00039, 000076, -00030,    
 0001.720703, 000978,  0.978, _,    -00037, 000073, -00032,    
 0001.722656, 000978,  0.978, _,    -00035, 000074, -00031,    
 0001.722656, 000978,  0.978, _,    -00036, 000080, -00029,    
 0001.724609, 000977,  0.977, _,    -00038, 000082, -00029,    
 0001.724609, 000976,  0.976, _,    -00038, 000077, -00030,    
 0001.726562, 000977,  0.977, _,    -00034, 000076, -00031,    
 0001.726562, 000976,  0.976, _,    -00031, 000072, -00030,    
 0001.728516, 000977,  0.977, _,    -00036, 000069, -00027,    
 0001.728516, 000992,  0.992, _,    -00043, 000072, -00026,    
 0001.730469, 000978,  0.978, _,    -00043, 000072, -00026,    
 0001.730469, 000977,  0.977, _,    -00037, 000075, -00028,    
 0001.732422, 000979,  0.979, _,    -00034, 000078, -00032,    
 0001.732422, 000977,  0.977, _,    -00035, 000077, -00036,    
 0001.734375, 000977,  0.977, _,    -00034, 000075, -00032,    
 0001.734375, 000976,  0.976, _,    -00034, 000073, -00031,    
 0001.736328, 000978,  0.978, _,    -00034, 000072, -00034,    
 0001.736328, 000977,  0.977, _,    -00033, 000071, -00037,    
 0001.738281, 000978,  0.978, _,    -00032, 000071, -00039,    
 0001.738281, 000992,  0.992, _,    -00030, 000074, -00038,    
 0001.740234, 000980,  0.980, _,    -00024, 000079, -00032,    
 0001.740234, 000976,  0.976, _,    -00025, 000081, -00027,    
 0001.742188, 000977,  0.977, _,    -00034, 000078, -00030,    
 0001.742188, 000977,  0.977, _,    -00037, 000078, -00031,    
 0001.744141, 000977,  0.977, _,    -00036, 000079, -00032,    
 0001.744141, 000978,  0.978, _,    -00032, 000076, -00032,    
 0001.746094, 000977,  0.977, _,    -00033, 000073, -00032,    
 0001.746094, 000977,  0.977, _,    -00039, 000073, -00034,    
 0001.748047, 000978,  0.978, _,    -00040, 000074, -00036,    
 0001.750000, 000992,  0.992, _,    -00035, 000072, -00035,    
 0001.750000, 000980,  0.980, _,    -00030, 000070, -00032,    
 0001.751953, 000978,  0.978, _,    -00032, 000074, -00033,    
 0001.751953, 000977,  0.977, _,    -00036, 000075, -00036,    
 0001.753906, 000977,  0.977, _,    -00036, 000073, -00033,    
 0001.753906, 000977,  0.977, _,    -00034, 000075, -00032,    
 0001.755859, 000978,  0.978, _,    -00033, 000077, -00034,    
 0001.755859, 000977,  0.977, _,    -00032, 000077, -00039,    
 0001.757812, 000977,  0.977, _,    -00029, 000075, -00039,    
 0001.757812, 000977,  0.977, _,    -00029, 000073, -00034,    
 0001.759766, 000990,  0.990, _,    -00034, 000079, -00028,    
 0001.759766, 000979,  0.979, _,    -00036, 000080, -00026,    
 0001.761719, 000977,  0.977, _,    -00033, 000077, -00027,    
 0001.761719, 000978,  0.978, _,    -00028, 000077, -00031,    
 0001.763672, 000977,  0.977, _,    -00026, 000077, -00033,    
 0001.763672, 000977,  0.977, _,    -00029, 000080, -00035,    
 0001.765625, 000978,  0.978, _,    -00034, 000082, -00036,    
 0001.765625, 000978,  0.978, _,    -00034, 000081, -00038,    
 0001.767578, 000977,  0.977, _,    -00031, 000077, -00040,    
 0001.767578, 000977,  0.977, _,    -00031, 000072, -00038,    
 0001.769531, 000990,  0.990, _,    -00031, 000072, -00037,    
 0001.769531, 000977,  0.977, _,    -00035, 000075, -00037,    
 0001.771484, 000978,  0.978, _,    -00038, 000079, -00032,    
 0001.771484, 000976,  0.976, _,    -00032, 000079, -00033,    
 0001.773438, 000976,  0.976, _,    -00028, 000077, -00038,    
 0001.773438, 000979,  0.979, _,    -00028, 000073, -00037,    
 0001.775391, 000978,  0.978, _,    -00032, 000075, -00031,    
 0001.775391, 000978,  0.978, _,    -00035, 000077, -00029,    
 0001.777344, 000977,  0.977, _,    -00034, 000075, -00028,    
 0001.777344, 000976,  0.976, _,    -00034, 000073, -00031,    
 0001.779297, 000991,  0.991, _,    -00031, 000072, -00036,    
 0001.779297, 000989,  0.989, _,    -00024, 000075, -00037,    
 0001.781250, 000979,  0.979, _,    -00021, 000075, -00036,    
 0001.781250, 000978,  0.978, _,    -00020, 000073, -00034,    
 0001.783203, 000977,  0.977, _,    -00022, 000073, -00031,    
 0001.783203, 000977,  0.977, _,    -00029, 000072, -00031,    
 0001.785156, 000977,  0.977, _,    -00036, 000075, -00036,    
 0001.787109, 000976,  0.976, _,    -00040, 000077, -00040,    
 0001.787109, 000978,  0.978, _,    -00039, 000074, -00041,    
 0001.789062, 000976,  0.976, _,    -00032, 000070, -00040,    
 0001.789062, 000978,  0.978, _,    -00028, 000071, -00036,    
 0001.791016, 000977,  0.977, _,    -00029, 000074, -00033,    
 0001.791016, 000977,  0.977, _,    -00035, 000076, -00035,    
 0001.792969, 000976,  0.976, _,    -00036, 000076, -00038,    
 0001.792969, 000977,  0.977, _,    -00037, 000075, -00039,    
 0001.794922, 000976,  0.976, _,    -00042, 000073, -00035,    
 0001.794922, 000977,  0.977, _,    -00040, 000074, -00033,    
 0001.796875, 000978,  0.978, _,    -00033, 000076, -00032,    
 0001.796875, 000976,  0.976, _,    -00025, 000073, -00036,    
 0001.798828, 000977,  0.977, _,    -00022, 000070, -00036,    
 0001.798828, 000981,  0.981, _,    -00027, 000074, -00034,    
 0001.800781, 000979,  0.979, _,    -00033, 000078, -00034,    
 0001.800781, 000978,  0.978, _,    -00035, 000080, -00032,    
 0001.802734, 000977,  0.977, _,    -00031, 000075, -00031,    
 0001.802734, 000977,  0.977, _,    -00029, 000070, -00034,    
 0001.804688, 001021,  1.021, X,    -00030, 000069, -00032,    
 0001.804688, 001074,  1.074, X,    -00033, 000083, -00030,    
