 Atime,       Adur,    Aperc, A,    Arx1,   Ary1,   Arz1,    Aax1,   Aay1,   Aaz1,
 0005.876038, 000993,  0.099, _,    -00189, -00007, 008344,    -00196.00, -00001.19, 008328.80,    
 0005.886047, 000987,  0.099, _,    -00210, -00051, 008365,    -00197.72, -00012.67, 008338.17,    
 0005.896057, 000986,  0.099, _,    -00224, -00006, 008375,    -00203.92, -00011.72, 008344.81,    
 0005.906036, 000985,  0.099, _,    -00196, -00029, 008404,    -00202.59, -00014.34, 008358.47,    
 0005.916046, 000986,  0.099, _,    -00218, -00023, 008349,    -00205.22, -00017.56, 008357.42,    
 0005.926056, 000985,  0.099, _,    -00195, -00001, 008385,    -00203.95, -00013.91, 008362.23,    
 0005.936035, 000986,  0.099, _,    -00177, 000001, 008296,    -00197.69, -00010.84, 008350.73,    
 0005.946045, 000985,  0.099, _,    -00191, -00028, 008358,    -00196.25, -00013.69, 008348.23,    
 0005.956055, 000987,  0.099, _,    -00214, -00079, 008356,    -00199.98, -00028.02, 008353.59,    
 0005.966034, 000984,  0.098, _,    -00159, -00025, 008359,    -00192.59, -00029.58, 008352.55,    
 0005.976044, 000984,  0.098, _,    -00221, 000006, 008351,    -00196.23, -00021.16, 008354.95,    
 0005.986053, 000986,  0.099, _,    -00158, -00027, 008327,    -00191.08, -00022.50, 008348.02,    
 0005.996033, 000986,  0.099, _,    -00162, -00021, 008421,    -00181.30, -00023.00, 008363.48,    
 0006.006042, 000985,  0.099, _,    -00213, -00015, 008337,    -00189.41, -00020.62, 008360.34,    
 0006.016052, 000987,  0.099, _,    -00216, -00054, 008334,    -00193.91, -00027.33, 008351.78,    
 0006.026062, 000991,  0.099, _,    -00201, -00019, 008370,    -00196.62, -00027.06, 008356.14,    
 0006.036041, 000986,  0.099, _,    -00169, -00013, 008370,    -00190.06, -00023.11, 008358.86,    
 0006.046051, 000985,  0.099, _,    -00180, 000001, 008340,    -00187.48, -00019.03, 008355.78,    
 0006.056061, 000986,  0.099, _,    -00220, -00021, 008326,    -00194.22, -00017.97, 008348.61,    
 0006.066040, 000986,  0.099, _,    -00238, 000004, 008364,    -00204.48, -00014.62, 008351.80,    
 0006.076050, 000985,  0.099, _,    -00195, -00013, 008396,    -00202.91, -00011.86, 008361.36,    
 0006.086060, 000986,  0.099, _,    -00198, -00031, 008395,    -00201.53, -00016.88, 008369.67,    
 0006.096039, 000985,  0.099, _,    -00172, -00005, 008334,    -00196.28, -00014.41, 008362.45,    
 0006.106049, 000985,  0.099, _,    -00186, -00037, 008390,    -00192.88, -00018.77, 008366.97,    
 0006.116058, 000984,  0.098, _,    -00184, -00019, 008344,    -00192.25, -00019.59, 008364.42,    
 0006.126038, 000986,  0.099, _,    -00182, -00014, 008359,    -00188.69, -00017.70, 008360.62,    
 0006.136047, 000986,  0.099, _,    -00210, -00016, 008346,    -00193.36, -00017.45, 008359.91,    
 0006.146057, 000984,  0.098, _,    -00196, -00018, 008372,    -00194.38, -00017.09, 008360.02,    
 0006.156036, 000984,  0.098, _,    -00213, -00025, 008341,    -00198.11, -00019.14, 008358.62,    
 0006.166046, 000985,  0.099, _,    -00194, -00004, 008332,    -00198.23, -00016.33, 008350.81,    
 0006.176056, 000986,  0.099, _,    -00234, -00025, 008377,    -00204.36, -00017.50, 008357.28,    
 0006.186035, 000985,  0.099, _,    -00174, -00033, 008341,    -00199.95, -00021.61, 008354.00,    
 0006.196045, 000986,  0.099, _,    -00218, 000002, 008355,    -00200.80, -00017.00, 008353.08,    
 0006.206055, 000985,  0.099, _,    -00213, -00032, 008309,    -00206.41, -00018.89, 008344.14,    
 0006.216034, 000985,  0.099, _,    -00193, 000001, 008407,    -00202.11, -00016.27, 008354.75,    
 0006.226044, 000989,  0.099, _,    -00189, -00024, 008308,    -00200.83, -00015.89, 008349.30,    
 0006.236053, 000988,  0.099, _,    -00210, -00006, 008380,    -00201.39, -00015.56, 008350.16,    
 0006.246063, 000987,  0.099, _,    -00189, -00050, 008330,    -00200.66, -00020.75, 008351.38,    
 0006.256042, 000986,  0.099, _,    -00209, -00013, 008337,    -00200.58, -00022.00, 008343.34,    
 0006.266052, 001004,  0.100, _,    -00178, -00032, 008331,    -00197.64, -00021.61, 008344.38,    
 0006.276062, 000987,  0.099, _,    -00221, 000043, 008359,    -00199.94, -00010.86, 008343.67,    
 0006.286041, 000989,  0.099, _,    -00182, -00023, 008385,    -00199.16, -00008.86, 008355.58,    
 0006.296051, 000990,  0.099, _,    -00197, -00018, 008370,    -00195.47, -00014.73, 008357.22,    
 0006.306061, 000986,  0.099, _,    -00220, -00040, 008387,    -00202.69, -00016.61, 008364.95,    
 0006.316040, 000987,  0.099, _,    -00218, -00014, 008379,    -00204.98, -00019.61, 008367.83,    
 0006.326050, 000985,  0.099, _,    -00183, -00031, 008336,    -00201.64, -00019.05, 008362.66,    
 0006.336060, 000990,  0.099, _,    -00161, -00052, 008340,    -00191.61, -00028.73, 008355.98,    
 0006.346039, 000985,  0.099, _,    -00199, 000017, 008341,    -00193.05, -00018.61, 008353.69,    
 0006.356049, 000985,  0.099, _,    -00163, -00015, 008380,    -00187.20, -00016.75, 008358.17,    
 0006.366058, 000986,  0.099, _,    -00202, -00024, 008295,    -00188.66, -00018.61, 008347.27,    
 0006.376038, 000987,  0.099, _,    -00173, 000028, 008455,    -00186.91, -00009.06, 008365.56,    
 0006.386047, 000985,  0.099, _,    -00145, -00015, 008364,    -00176.47, -00008.58, 008372.73,    
 0006.396057, 000985,  0.099, _,    -00185, 000001, 008307,    -00177.92, -00008.41, 008353.80,    
 0006.406036, 000985,  0.099, _,    -00215, 000004, 008357,    -00185.44, -00004.36, 008356.08,    
 0006.416046, 000985,  0.099, _,    -00148, -00057, 008315,    -00178.84, -00015.55, 008345.86,    
 0006.426056, 000988,  0.099, _,    -00217, -00005, 008328,    -00183.61, -00014.58, 008341.69,    
 0006.436035, 000986,  0.099, _,    -00191, -00012, 008367,    -00188.30, -00012.22, 008345.84,    
 0006.446045, 000986,  0.099, _,    -00220, 000004, 008328,    -00192.30, -00010.14, 008343.55,    
 0006.456055, 000985,  0.099, _,    -00173, 000024, 008374,    -00192.03, -00001.08, 008348.12,    
 0006.466034, 000986,  0.099, _,    -00181, -00033, 008352,    -00186.19, -00007.64, 008351.84,    
 0006.476044, 000984,  0.098, _,    -00184, -00009, 008435,    -00188.33, -00009.22, 008366.09,    
 0006.486053, 000986,  0.099, _,    -00203, -00002, 008370,    -00189.55, -00006.53, 008372.25,    
 0006.496063, 000984,  0.098, _,    -00194, -00016, 008314,    -00192.59, -00009.39, 008356.22,    
 0006.506042, 000986,  0.099, _,    -00177, -00005, 008325,    -00188.31, -00008.58, 008350.19,    
 0006.516052, 000986,  0.099, _,    -00205, -00037, 008364,    -00192.58, -00014.11, 008352.06,    
 0006.526062, 000986,  0.099, _,    -00181, -00035, 008320,    -00190.16, -00019.75, 008347.50,    
 0006.536041, 000986,  0.099, _,    -00176, 000004, 008420,    -00187.05, -00014.31, 008359.56,    
 0006.546051, 000985,  0.099, _,    -00204, -00015, 008392,    -00190.05, -00013.80, 008371.64,    
 0006.556061, 000983,  0.098, _,    -00197, -00007, 008369,    -00192.08, -00013.34, 008368.53,    
 0006.566040, 000986,  0.099, _,    -00206, 000001, 008322,    -00194.53, -00009.69, 008361.75,    
 0006.576050, 000985,  0.099, _,    -00195, -00027, 008390,    -00195.48, -00013.64, 008363.53,    
 0006.586060, 000987,  0.099, _,    -00211, -00020, 008338,    -00198.27, -00015.36, 008362.30,    
 0006.596039, 000986,  0.099, _,    -00164, -00016, 008271,    -00192.50, -00015.33, 008339.06,    
 0006.606049, 000987,  0.099, _,    -00186, 000011, 008412,    -00189.00, -00010.45, 008353.14,    
 0006.616058, 000986,  0.099, _,    -00201, 000001, 008377,    -00192.73, -00006.75, 008361.58,    
 0006.626038, 000989,  0.099, _,    -00179, 000001, 008366,    -00189.45, -00005.64, 008361.62,    
 0006.636047, 000988,  0.099, _,    -00179, -00019, 008356,    -00187.30, -00007.36, 008361.58,    
 0006.646057, 000985,  0.099, _,    -00224, -00041, 008271,    -00194.27, -00014.89, 008342.00,    
 0006.656036, 000985,  0.099, _,    -00209, -00001, 008405,    -00199.31, -00012.69, 008351.89,    
 0006.666046, 000986,  0.099, _,    -00163, 000025, 008377,    -00191.02, -00004.27, 008360.83,    
 0006.676056, 001002,  0.100, _,    -00196, -00007, 008372,    -00191.14, -00003.97, 008360.19,    
 0006.686035, 000989,  0.099, _,    -00195, 000011, 008379,    -00192.50, -00001.67, 008366.83,    
 0006.696045, 000989,  0.099, _,    -00188, -00026, 008307,    -00191.23, -00005.11, 008353.80,    
 0006.706055, 000987,  0.099, _,    -00188, -00017, 008391,    -00190.55, -00009.19, 008360.03,    
 0006.716034, 000987,  0.099, _,    -00197, -00025, 008322,    -00191.66, -00011.34, 008355.67,    
 0006.726044, 000985,  0.099, _,    -00232, 000002, 008397,    -00200.66, -00010.45, 008359.83,    
 0006.736053, 000987,  0.099, _,    -00183, -00030, 008345,    -00198.30, -00012.86, 008360.95,    
 0006.746033, 000986,  0.099, _,    -00216, 000001, 008348,    -00200.30, -00012.12, 008354.61,    
 0006.756042, 000985,  0.099, _,    -00176, -00033, 008360,    -00197.52, -00014.08, 008358.39,    
 0006.766052, 000986,  0.099, _,    -00204, -00019, 008428,    -00196.23, -00017.50, 008371.27,    
 0006.776062, 000986,  0.099, _,    -00202, -00044, 008328,    -00199.52, -00021.14, 008366.59,    
 0006.786041, 000985,  0.099, _,    -00224, -00020, 008382,    -00203.17, -00024.12, 008364.11,    
 0006.796051, 000986,  0.099, _,    -00188, -00003, 008350,    -00202.53, -00017.91, 008366.28,    
 0006.806061, 000985,  0.099, _,    -00240, -00012, 008340,    -00207.86, -00017.86, 008356.33,    
 0006.816040, 000984,  0.098, _,    -00187, -00013, 008370,    -00207.31, -00015.91, 008362.30,    
 0006.826050, 000990,  0.099, _,    -00225, 000001, 008378,    -00207.45, -00013.02, 008363.48,    
 0006.836060, 000988,  0.099, _,    -00214, -00030, 008384,    -00212.50, -00015.20, 008369.88,    
 0006.846039, 000984,  0.098, _,    -00196, -00019, 008332,    -00206.30, -00017.70, 008361.58,    
 0006.856049, 000987,  0.099, _,    -00203, -00005, 008345,    -00207.41, -00014.00, 008357.23,    
 0006.866058, 000983,  0.098, _,    -00178, -00033, 008344,    -00200.14, -00018.30, 008354.73,    
 0006.876038, 000984,  0.098, _,    -00193, 000008, 008322,    -00198.77, -00013.22, 008347.41,    
 0006.886047, 000986,  0.099, _,    -00187, -00008, 008346,    -00196.19, -00010.61, 008345.47,    
 0006.896057, 000985,  0.099, _,    -00218, -00028, 008379,    -00200.17, -00014.81, 008352.75,    
 0006.906036, 000987,  0.099, _,    -00194, -00032, 008358,    -00199.73, -00018.06, 008354.75,    
 0006.916046, 000987,  0.099, _,    -00196, -00013, 008340,    -00197.92, -00018.02, 008351.08,    
 0006.926056, 000986,  0.099, _,    -00225, -00012, 008360,    -00203.81, -00016.08, 008352.86,    
 0006.936035, 000987,  0.099, _,    -00213, -00034, 008356,    -00206.08, -00020.16, 008353.61,    
 0006.946045, 000985,  0.099, _,    -00210, -00049, 008360,    -00206.86, -00026.62, 008354.55,    
 0006.956055, 000985,  0.099, _,    -00194, -00037, 008355,    -00204.09, -00029.58, 008354.64,    
 0006.966034, 000986,  0.099, _,    -00184, -00013, 008361,    -00199.69, -00025.89, 008355.81,    
 0006.976044, 000984,  0.098, _,    -00174, 000026, 008385,    -00194.17, -00015.33, 008362.62,    
 0006.986053, 000985,  0.099, _,    -00242, -00014, 008352,    -00203.34, -00013.34, 008361.42,    
 0006.996063, 000985,  0.099, _,    -00170, -00003, 008316,    -00199.05, -00012.67, 008351.50,    
 0007.006042, 000985,  0.099, _,    -00178, -00027, 008412,    -00191.64, -00014.11, 008362.89,    
 0007.016052, 000985,  0.099, _,    -00190, -00052, 008357,    -00192.94, -00023.33, 008364.78,    
 0007.026062, 000988,  0.099, _,    -00207, -00021, 008308,    -00194.16, -00022.97, 008350.53,    
 0007.036041, 000986,  0.099, _,    -00121, -00036, 008321,    -00181.06, -00025.58, 008344.58,    
 0007.046051, 000987,  0.099, _,    -00186, -00008, 008355,    -00177.09, -00022.70, 008345.42,    
 0007.056061, 000985,  0.099, _,    -00199, -00014, 008451,    -00184.77, -00019.50, 008368.22,    
 0007.066040, 000986,  0.099, _,    -00198, -00034, 008347,    -00185.25, -00022.77, 008366.89,    
 0007.076050, 000985,  0.099, _,    -00222, -00019, 008392,    -00194.78, -00022.00, 008368.58,    
 0007.086060, 001001,  0.100, _,    -00205, -00022, 008349,    -00196.33, -00021.94, 008368.52,    
 0007.096039, 000990,  0.099, _,    -00186, -00014, 008344,    -00195.31, -00021.06, 008360.06,    
 0007.106049, 000990,  0.099, _,    -00178, 000002, 008348,    -00190.56, -00016.12, 008359.38,    
 0007.116058, 000986,  0.099, _,    -00192, -00011, 008413,    -00190.89, -00014.52, 008368.39,    
 0007.126038, 000986,  0.099, _,    -00207, -00012, 008333,    -00194.31, -00014.14, 008364.84,    
 0007.136047, 000986,  0.099, _,    -00172, 000007, 008347,    -00190.62, -00009.02, 008357.05,    
 0007.146057, 000986,  0.099, _,    -00234, 000010, 008341,    -00198.00, -00004.47, 008357.30,    
 0007.156036, 000984,  0.098, _,    -00215, -00006, 008337,    -00204.95, -00004.20, 008350.34,    
 0007.166046, 000985,  0.099, _,    -00170, -00027, 008344,    -00196.73, -00008.97, 008350.67,    
 0007.176056, 000984,  0.098, _,    -00185, -00023, 008392,    -00193.97, -00012.42, 008356.25,    
 0007.186035, 000985,  0.099, _,    -00163, -00012, 008358,    -00187.28, -00012.00, 008359.39,    
 0007.196045, 000985,  0.099, _,    -00179, -00040, 008378,    -00184.36, -00017.58, 008360.95,    
 0007.206055, 000984,  0.098, _,    -00170, 000001, 008399,    -00181.66, -00014.98, 008371.16,    
 0007.216034, 000986,  0.099, _,    -00169, 000008, 008354,    -00178.02, -00008.69, 008367.38,    
 0007.226044, 000990,  0.099, _,    -00197, -00006, 008351,    -00182.12, -00008.58, 008364.00,    
 0007.236053, 000987,  0.099, _,    -00161, -00031, 008340,    -00178.41, -00012.75, 008358.30,    
 0007.246063, 000985,  0.099, _,    -00192, -00033, 008363,    -00179.41, -00018.20, 008358.81,    
 0007.256042, 000985,  0.099, _,    -00159, -00024, 008392,    -00176.67, -00019.44, 008366.66,    
 0007.266052, 000984,  0.098, _,    -00166, -00031, 008331,    -00171.98, -00022.45, 008360.31,    
 0007.276062, 000985,  0.099, _,    -00211, -00030, 008322,    -00180.55, -00024.39, 008350.80,    
 0007.286041, 000985,  0.099, _,    -00170, -00004, 008388,    -00179.09, -00020.45, 008358.56,    
 0007.296051, 000985,  0.099, _,    -00217, 000000, 008425,    -00185.88, -00015.16, 008373.17,    
 0007.306061, 000985,  0.099, _,    -00164, 000013, 008356,    -00183.84, -00009.45, 008371.00,    
 0007.316040, 000986,  0.099, _,    -00197, 000012, 008324,    -00184.09, -00003.88, 008359.52,    
 0007.326050, 000985,  0.099, _,    -00173, -00026, 008376,    -00184.53, -00008.42, 008362.16,    
 0007.336060, 000985,  0.099, _,    -00211, -00033, 008292,    -00187.59, -00014.39, 008349.20,    
 0007.346039, 000986,  0.099, _,    -00183, -00015, 008317,    -00189.58, -00014.80, 008339.08,    
 0007.356049, 000987,  0.099, _,    -00201, -00016, 008389,    -00189.61, -00014.70, 008350.34,    
 0007.366058, 000987,  0.099, _,    -00183, -00006, 008357,    -00191.00, -00012.88, 008352.44,    
 0007.376038, 000987,  0.099, _,    -00202, -00014, 008383,    -00191.11, -00012.45, 008358.23,    
 0007.386047, 000986,  0.099, _,    -00184, 000027, 008315,    -00192.39, -00004.64, 008350.92,    
 0007.396057, 000986,  0.099, _,    -00194, -00024, 008383,    -00190.23, -00006.36, 008354.70,    
 0007.406036, 000985,  0.099, _,    -00182, -00007, 008346,    -00190.61, -00008.88, 008356.23,    
 0007.416046, 000985,  0.099, _,    -00161, 000002, 008349,    -00182.64, -00005.11, 008350.83,    
 0007.426056, 000991,  0.099, _,    -00166, 000008, 008352,    -00179.67, -00003.58, 008352.98,    
 0007.436066, 000992,  0.099, _,    -00157, -00029, 008313,    -00174.06, -00007.48, 008343.67,    
 0007.446045, 000987,  0.099, _,    -00192, -00013, 008276,    -00177.39, -00010.53, 008329.77,    
 0007.456055, 000986,  0.099, _,    -00226, 000046, 008333,    -00187.83, 000002.72, 008328.00,    
 0007.466034, 000985,  0.099, _,    -00175, -00013, 008336,    -00186.31, 000000.84, 008331.92,    
 0007.476044, 000985,  0.099, _,    -00176, -00008, 008335,    -00182.69, -00002.23, 008330.33,    
 0007.486053, 000986,  0.099, _,    -00211, -00017, 008375,    -00189.11, -00004.53, 008340.41,    
 0007.496063, 000999,  0.100, _,    -00221, -00021, 008316,    -00196.05, -00008.86, 008335.61,    
 0007.506042, 000990,  0.099, _,    -00240, 000004, 008323,    -00205.80, -00006.14, 008331.72,    
 0007.516052, 000990,  0.099, _,    -00168, -00010, 008350,    -00199.34, -00006.80, 008335.69,    
 0007.526062, 000988,  0.099, _,    -00213, -00067, 008361,    -00200.06, -00019.33, 008340.48,    
 0007.536041, 000988,  0.099, _,    -00200, -00018, 008356,    -00203.20, -00021.27, 008344.62,    
 0007.546051, 000988,  0.099, _,    -00176, -00022, 008372,    -00196.14, -00019.88, 008350.06,    
 0007.556061, 000984,  0.098, _,    -00246, -00012, 008336,    -00206.97, -00019.92, 008348.89,    
 0007.566040, 000984,  0.098, _,    -00196, -00035, 008349,    -00206.52, -00021.62, 008348.28,    
 0007.576050, 000985,  0.099, _,    -00147, -00043, 008304,    -00192.80, -00028.53, 008340.78,    
 0007.586060, 000987,  0.099, _,    -00200, -00002, 008379,    -00193.42, -00022.67, 008345.62,    
 0007.596039, 000986,  0.099, _,    -00197, -00010, 008372,    -00195.34, -00019.61, 008354.92,    
 0007.606049, 000984,  0.098, _,    -00186, 000018, 008336,    -00192.44, -00012.22, 008349.03,    
 0007.616058, 000987,  0.099, _,    -00203, -00038, 008382,    -00194.50, -00016.00, 008356.84,    
 0007.626038, 000989,  0.099, _,    -00150, -00008, 008307,    -00185.11, -00016.52, 008347.78,    
 0007.636047, 000988,  0.099, _,    -00169, -00035, 008398,    -00180.16, -00018.22, 008355.56,    
 0007.646057, 000987,  0.099, _,    -00208, -00011, 008346,    -00186.58, -00018.67, 008357.36,    
 0007.656036, 000985,  0.099, _,    -00204, -00023, 008364,    -00189.88, -00017.38, 008355.11,    
 0007.666046, 000985,  0.099, _,    -00175, -00031, 008393,    -00187.39, -00022.08, 008365.83,    
 0007.676056, 000984,  0.098, _,    -00208, -00016, 008418,    -00190.22, -00019.69, 008375.89,    
 0007.686035, 000987,  0.099, _,    -00208, -00025, 008391,    -00195.27, -00021.28, 008382.17,    
 0007.696045, 000985,  0.099, _,    -00220, -00019, 008347,    -00200.31, -00020.30, 008373.97,    
 0007.706055, 000985,  0.099, _,    -00195, 000016, 008302,    -00200.59, -00013.42, 008359.56,    
 0007.716034, 000986,  0.099, _,    -00124, 000041, 008358,    -00183.58, -00000.84, 008356.20,    
 0007.726044, 000986,  0.099, _,    -00139, 000004, 008349,    -00172.86, 000000.88, 008357.44,    
 0007.736053, 000986,  0.099, _,    -00210, -00031, 008325,    -00180.02, -00005.73, 008348.28,    
 0007.746063, 000986,  0.099, _,    -00187, -00012, 008364,    -00183.17, -00007.67, 008352.23,    
 0007.756042, 000985,  0.099, _,    -00186, -00045, 008402,    -00182.78, -00014.56, 008362.44,    
 0007.766052, 000985,  0.099, _,    -00217, -00011, 008360,    -00190.41, -00015.50, 008363.67,    
 0007.776062, 000984,  0.098, _,    -00178, -00012, 008391,    -00188.44, -00013.34, 008367.62,    
 0007.786041, 000986,  0.099, _,    -00170, -00021, 008344,    -00183.88, -00015.69, 008364.44,    
 0007.796051, 000984,  0.098, _,    -00196, -00009, 008308,    -00185.88, -00013.59, 008349.91,    
 0007.806061, 000985,  0.099, _,    -00195, -00021, 008309,    -00187.72, -00015.25, 008341.27,    
 0007.816040, 000986,  0.099, _,    -00196, -00026, 008271,    -00189.41, -00017.72, 008325.27,    
 0007.826050, 000989,  0.099, _,    -00195, -00017, 008419,    -00190.89, -00018.33, 008343.00,    
 0007.836060, 000987,  0.099, _,    -00207, 000020, 008392,    -00194.75, -00010.89, 008357.84,    
 0007.846039, 000984,  0.098, _,    -00192, -00010, 008393,    -00195.58, -00009.66, 008362.94,    
 0007.856049, 000986,  0.099, _,    -00184, -00012, 008360,    -00192.50, -00010.78, 008365.64,    
 0007.866058, 000986,  0.099, _,    -00205, 000024, 008358,    -00194.94, -00002.98, 008361.67,    
 0007.876038, 000986,  0.099, _,    -00205, -00021, 008390,    -00197.62, -00005.41, 008368.72,    
 0007.886047, 000985,  0.099, _,    -00190, -00001, 008337,    -00196.02, -00005.66, 008361.86,    
 0007.896057, 000988,  0.099, _,    -00209, -00002, 008311,    -00198.45, -00003.75, 008350.28,    
 0007.906036, 001000,  0.100, _,    -00189, -00012, 008342,    -00197.64, -00006.00, 008347.61,    
 0007.916046, 000989,  0.099, _,    -00191, 000014, 008396,    -00195.39, -00001.41, 008359.05,    
 0007.926056, 000990,  0.099, _,    -00207, -00014, 008361,    -00198.27, -00003.27, 008361.16,    
 0007.936035, 000988,  0.099, _,    -00188, -00012, 008401,    -00196.16, -00005.77, 008368.92,    
 0007.946045, 000986,  0.099, _,    -00228, -00017, 008355,    -00202.25, -00007.48, 008367.98,    
 0007.956055, 000987,  0.099, _,    -00173, -00005, 008280,    -00197.91, -00007.95, 008347.41,    
 0007.966034, 000984,  0.098, _,    -00188, -00027, 008401,    -00193.50, -00011.28, 008356.52,    
 0007.976044, 000986,  0.099, _,    -00187, -00014, 008325,    -00193.84, -00013.06, 008352.91,    
 0007.986053, 000985,  0.099, _,    -00178, 000003, 008357,    -00189.03, -00009.28, 008349.97,    
 0007.996033, 000984,  0.098, _,    -00190, -00019, 008337,    -00189.58, -00011.30, 008350.23,    
 0008.006042, 000988,  0.099, _,    -00196, -00009, 008404,    -00190.39, -00011.14, 008358.27,    
 0008.016052, 000986,  0.099, _,    -00199, -00040, 008370,    -00192.61, -00016.97, 008365.80,    
 0008.026062, 000992,  0.099, _,    -00196, -00037, 008361,    -00193.14, -00022.41, 008361.77,    
 0008.036041, 000987,  0.099, _,    -00161, -00031, 008345,    -00186.92, -00024.20, 008360.16,    
 0008.046051, 000989,  0.099, _,    -00217, -00047, 008369,    -00191.20, -00029.62, 008359.36,    
 0008.056061, 000985,  0.099, _,    -00216, 000015, 008392,    -00198.67, -00021.20, 008368.44,    
 0008.066040, 000986,  0.099, _,    -00154, -00009, 008424,    -00188.41, -00016.70, 008378.80,    
 0008.076050, 000985,  0.099, _,    -00175, -00015, 008370,    -00184.72, -00017.62, 008380.88,    
 0008.086060, 000985,  0.099, _,    -00207, 000004, 008312,    -00189.66, -00012.23, 008364.39,    
 0008.096039, 000984,  0.098, _,    -00189, -00028, 008335,    -00190.22, -00015.34, 008358.25,    
 0008.106049, 000985,  0.099, _,    -00184, -00028, 008347,    -00188.52, -00018.78, 008355.42,    
 0008.116058, 000986,  0.099, _,    -00170, 000004, 008371,    -00184.73, -00014.14, 008358.58,    
 0008.126038, 000986,  0.099, _,    -00191, -00028, 008371,    -00185.12, -00016.09, 008361.23,    
 0008.136047, 000988,  0.099, _,    -00231, 000010, 008313,    -00195.44, -00011.72, 008351.27,    
 0008.146057, 000985,  0.099, _,    -00221, -00009, 008356,    -00201.45, -00008.72, 008350.55,    
 0008.156036, 000985,  0.099, _,    -00222, -00029, 008330,    -00206.00, -00014.22, 008347.97,    
 0008.166046, 000988,  0.099, _,    -00205, -00007, 008352,    -00206.64, -00011.94, 008346.16,    
 0008.176056, 000983,  0.098, _,    -00219, -00021, 008384,    -00208.58, -00014.09, 008354.97,    
 0008.186035, 000986,  0.099, _,    -00185, 000010, 008393,    -00205.30, -00009.70, 008362.09,    
 0008.196045, 000984,  0.098, _,    -00164, 000001, 008406,    -00195.53, -00006.20, 008372.50,    
 0008.206055, 000984,  0.098, _,    -00164, -00017, 008349,    -00188.78, -00009.02, 008368.97,    
 0008.216034, 000985,  0.099, _,    -00211, 000004, 008300,    -00192.41, -00006.17, 008353.95,    
 0008.226044, 000991,  0.099, _,    -00192, -00035, 008332,    -00194.20, -00011.19, 008347.92,    
 0008.236053, 000985,  0.099, _,    -00192, 000012, 008322,    -00192.45, -00008.22, 008343.02,    
 0008.246063, 000985,  0.099, _,    -00172, -00007, 008337,    -00189.28, -00005.73, 008340.03,    
 0008.256042, 000986,  0.099, _,    -00141, -00053, 008398,    -00177.41, -00017.03, 008352.92,    
 0008.266052, 000985,  0.099, _,    -00151, -00029, 008390,    -00170.97, -00020.11, 008362.14,    
 0008.276062, 000985,  0.099, _,    -00164, -00015, 008391,    -00168.22, -00018.94, 008368.50,    
 0008.286041, 000987,  0.099, _,    -00162, 000010, 008348,    -00166.61, -00013.00, 008365.45,    
 0008.296051, 000987,  0.099, _,    -00145, 000009, 008396,    -00161.36, -00007.64, 008369.59,    
 0008.306061, 000985,  0.099, _,    -00199, -00015, 008283,    -00168.22, -00009.23, 008354.30,    
 0008.316040, 001001,  0.100, _,    -00167, -00035, 008384,    -00169.86, -00014.95, 008354.53,    
 0008.326050, 000989,  0.099, _,    -00205, -00016, 008346,    -00175.39, -00015.67, 008358.30,    
 0008.336060, 000990,  0.099, _,    -00185, -00032, 008416,    -00179.50, -00018.81, 008366.08,    
 0008.346039, 000988,  0.099, _,    -00197, 000009, 008340,    -00181.06, -00014.23, 008367.42,    
 0008.356049, 000986,  0.099, _,    -00161, 000024, 008386,    -00179.19, -00004.62, 008365.59,    
 0008.366058, 000985,  0.099, _,    -00188, -00025, 008383,    -00178.58, -00008.78, 008374.97,    
 0008.376038, 000987,  0.099, _,    -00171, -00044, 008321,    -00179.81, -00016.08, 008360.00,    
 0008.386047, 000987,  0.099, _,    -00189, -00034, 008280,    -00179.88, -00020.42, 008344.25,    
 0008.396057, 000986,  0.099, _,    -00169, -00012, 008349,    -00180.08, -00018.91, 008340.67,    
 0008.406036, 000985,  0.099, _,    -00189, -00016, 008331,    -00179.89, -00018.28, 008342.19,    
 0008.416046, 000986,  0.099, _,    -00196, -00009, 008343,    -00185.69, -00016.95, 008338.80,    
 0008.426056, 000988,  0.099, _,    -00173, -00013, 008387,    -00181.94, -00015.62, 008351.31,    
 0008.436035, 000985,  0.099, _,    -00143, -00030, 008351,    -00174.39, -00018.41, 008350.89,    
 0008.446045, 000987,  0.099, _,    -00171, 000006, 008361,    -00171.62, -00013.86, 008353.02,    
 0008.456055, 000987,  0.099, _,    -00178, -00029, 008338,    -00174.06, -00015.80, 008349.72,    
 0008.466034, 000986,  0.099, _,    -00208, -00011, 008387,    -00179.97, -00016.61, 008355.97,    
 0008.476044, 000985,  0.099, _,    -00201, -00004, 008377,    -00186.23, -00012.97, 008362.47,    
 0008.486053, 000986,  0.099, _,    -00197, -00006, 008314,    -00187.73, -00012.03, 008351.47,    
 0008.496063, 000986,  0.099, _,    -00204, -00012, 008330,    -00192.28, -00010.84, 008346.41,    
 0008.506042, 000988,  0.099, _,    -00186, -00010, 008337,    -00190.97, -00011.09, 008345.31,    
 0008.516052, 000984,  0.098, _,    -00173, 000008, 008377,    -00187.25, -00006.64, 008351.58,    
 0008.526062, 000985,  0.099, _,    -00154, 000014, 008419,    -00179.94, -00002.03, 008366.69,    
 0008.536041, 000987,  0.099, _,    -00187, -00021, 008374,    -00180.48, -00005.17, 008369.83,    
 0008.546051, 000985,  0.099, _,    -00215, -00007, 008346,    -00188.62, -00006.75, 008364.03,    
