 Mtime,       Mdur,    Mperc, M,    Mrx1, Mry1, Mrz1,    Max1,    May1,    Maz1,       Mcx1,    Mcy1,    Mcz1,   
 0044.666550, 000395,  0.020, _,    0089, 0179, -041,    0084.28, 0174.61, -038.45,    -0.3387, -0.3330, 00.7588,    
 0044.686554, 000394,  0.020, _,    0083, 0176, -035,    0084.27, 0175.20, -037.91,    -0.3386, -0.3363, 00.7619,    
 0044.706558, 000406,  0.020, _,    0084, 0177, -034,    0083.97, 0175.31, -036.81,    -0.3369, -0.3369, 00.7681,    
 0044.726562, 000398,  0.020, _,    0082, 0168, -039,    0083.78, 0174.08, -037.30,    -0.3358, -0.3300, 00.7654,    
 0044.746552, 000396,  0.020, _,    0084, 0170, -039,    0083.62, 0172.80, -037.72,    -0.3350, -0.3229, 00.7630,    
 0044.766556, 000398,  0.020, _,    0091, 0179, -034,    0085.34, 0174.27, -036.97,    -0.3446, -0.3311, 00.7672,    
 0044.786560, 000393,  0.020, _,    0082, 0175, -046,    0084.81, 0174.45, -038.58,    -0.3416, -0.3321, 00.7581,    
 0044.806549, 000398,  0.020, _,    0084, 0175, -036,    0084.47, 0174.48, -038.58,    -0.3397, -0.3323, 00.7581,    
 0044.826553, 000396,  0.020, _,    0084, 0175, -032,    0084.55, 0174.61, -036.70,    -0.3402, -0.3330, 00.7687,    
 0044.846558, 000396,  0.020, _,    0091, 0172, -039,    0085.73, 0174.12, -037.33,    -0.3468, -0.3303, 00.7652,    
 0044.866562, 000400,  0.020, _,    0089, 0177, -041,    0086.80, 0174.64, -038.05,    -0.3528, -0.3332, 00.7611,    
 0044.886551, 000397,  0.020, _,    0086, 0177, -039,    0086.47, 0175.31, -038.42,    -0.3509, -0.3369, 00.7590,    
 0044.906555, 000407,  0.020, _,    0094, 0174, -045,    0088.09, 0174.94, -039.64,    -0.3601, -0.3348, 00.7520,    
 0044.926559, 000400,  0.020, _,    0093, 0179, -046,    0089.38, 0175.77, -041.30,    -0.3673, -0.3395, 00.7426,    
 0044.946548, 000396,  0.020, _,    0099, 0174, -045,    0091.44, 0175.59, -042.14,    -0.3789, -0.3385, 00.7378,    
 0044.966553, 000394,  0.020, _,    0101, 0171, -047,    0093.80, 0174.52, -043.34,    -0.3921, -0.3325, 00.7310,    
 0044.986557, 000393,  0.020, _,    0101, 0169, -047,    0095.48, 0173.44, -044.16,    -0.4016, -0.3265, 00.7264,    
 0045.006561, 000401,  0.020, _,    0104, 0183, -050,    0097.52, 0175.11, -045.56,    -0.4130, -0.3358, 00.7184,    
 0045.026550, 000404,  0.020, _,    0103, 0177, -051,    0098.98, 0176.03, -046.88,    -0.4213, -0.3410, 00.7109,    
 0045.046555, 000398,  0.020, _,    0098, 0182, -051,    0099.05, 0176.91, -047.91,    -0.4216, -0.3458, 00.7051,    
 0045.066559, 000394,  0.020, _,    0104, 0171, -052,    0100.12, 0176.23, -049.03,    -0.4277, -0.3421, 00.6987,    
 0045.086548, 000396,  0.020, _,    0107, 0177, -053,    0101.95, 0175.80, -050.06,    -0.4379, -0.3396, 00.6928,    
 0045.106552, 000404,  0.020, _,    0105, 0172, -053,    0102.77, 0175.59, -050.86,    -0.4425, -0.3385, 00.6883,    
 0045.126556, 000396,  0.020, _,    0111, 0167, -052,    0104.73, 0173.20, -051.27,    -0.4536, -0.3252, 00.6860,    
 0045.146545, 000395,  0.020, _,    0107, 0182, -046,    0105.58, 0175.11, -050.30,    -0.4583, -0.3358, 00.6915,    
 0045.166550, 000396,  0.020, _,    0108, 0180, -047,    0106.11, 0176.31, -049.47,    -0.4613, -0.3425, 00.6962,    
 0045.186554, 000407,  0.020, _,    0112, 0168, -053,    0107.59, 0174.69, -050.30,    -0.4696, -0.3334, 00.6915,    
 0045.206558, 000403,  0.020, _,    0107, 0175, -053,    0107.61, 0174.44, -050.98,    -0.4697, -0.3321, 00.6876,    
 0045.226562, 000398,  0.020, _,    0107, 0177, -044,    0107.48, 0175.28, -049.62,    -0.4690, -0.3368, 00.6953,    
 0045.246552, 000395,  0.020, _,    0108, 0171, -045,    0107.70, 0174.22, -048.39,    -0.4702, -0.3308, 00.7023,    
 0045.266556, 000397,  0.020, _,    0096, 0175, -048,    0105.38, 0174.25, -048.34,    -0.4572, -0.3310, 00.7026,    
 0045.286560, 000394,  0.020, _,    0103, 0177, -051,    0104.53, 0174.80, -048.80,    -0.4524, -0.3341, 00.7000,    
 0045.306564, 000401,  0.020, _,    0100, 0179, -046,    0103.89, 0175.73, -048.31,    -0.4488, -0.3393, 00.7028,    
 0045.326569, 000422,  0.021, _,    0097, 0171, -045,    0102.05, 0174.97, -047.33,    -0.4385, -0.3350, 00.7084,    
 0045.346558, 000405,  0.020, _,    0096, 0172, -041,    0100.83, 0174.03, -046.06,    -0.4316, -0.3298, 00.7156,    
 0045.366547, 000396,  0.020, _,    0093, 0175, -044,    0098.84, 0174.42, -045.31,    -0.4205, -0.3320, 00.7198,    
 0045.386551, 000401,  0.020, _,    0098, 0184, -044,    0098.47, 0176.27, -045.16,    -0.4184, -0.3423, 00.7207,    
 0045.406555, 000402,  0.020, _,    0093, 0172, -044,    0097.28, 0175.77, -044.69,    -0.4117, -0.3395, 00.7234,    
 0045.426559, 000398,  0.020, _,    0091, 0170, -034,    0095.56, 0174.14, -042.53,    -0.4020, -0.3304, 00.7356,    
 0045.446548, 000393,  0.020, _,    0088, 0178, -035,    0093.81, 0175.14, -040.41,    -0.3922, -0.3360, 00.7477,    
 0045.466553, 000392,  0.020, _,    0082, 0175, -036,    0091.03, 0175.11, -039.56,    -0.3766, -0.3358, 00.7525,    
 0045.486694, 000478,  0.024, _,    0084, 0175, -032,    0089.14, 0175.11, -037.69,    -0.3660, -0.3358, 00.7631,    
 0045.506561, 000412,  0.021, _,    0080, 0179, -039,    0087.09, 0175.86, -037.72,    -0.3545, -0.3400, 00.7630,    
 0045.526550, 000399,  0.020, _,    0083, 0169, -035,    0085.78, 0174.62, -037.12,    -0.3471, -0.3331, 00.7663,    
 0045.546555, 000398,  0.020, _,    0085, 0171, -035,    0085.52, 0173.50, -036.39,    -0.3456, -0.3268, 00.7705,    
 0045.566559, 000399,  0.020, _,    0084, 0179, -034,    0084.98, 0174.80, -035.89,    -0.3426, -0.3341, 00.7733,    
 0045.586548, 000397,  0.020, _,    0084, 0182, -039,    0084.64, 0176.33, -036.27,    -0.3407, -0.3426, 00.7712,    
 0045.606552, 000409,  0.020, _,    0082, 0182, -036,    0083.94, 0177.72, -036.36,    -0.3367, -0.3504, 00.7707,    
 0045.626556, 000395,  0.020, _,    0086, 0172, -032,    0084.12, 0176.56, -035.17,    -0.3378, -0.3439, 00.7774,    
 0045.646561, 000401,  0.020, _,    0082, 0170, -039,    0083.70, 0175.00, -035.86,    -0.3354, -0.3352, 00.7735,    
 0045.666550, 000397,  0.020, _,    0081, 0178, -038,    0082.89, 0175.66, -036.45,    -0.3308, -0.3389, 00.7702,    
 0045.686554, 000396,  0.020, _,    0085, 0176, -035,    0083.30, 0175.84, -036.17,    -0.3331, -0.3399, 00.7718,    
 0045.706558, 000408,  0.020, _,    0086, 0177, -039,    0083.92, 0175.94, -036.69,    -0.3366, -0.3404, 00.7688,    
 0045.726562, 000398,  0.020, _,    0082, 0172, -039,    0083.61, 0175.30, -037.34,    -0.3349, -0.3369, 00.7651,    
 0045.746552, 000398,  0.020, _,    0090, 0171, -033,    0084.80, 0174.17, -036.45,    -0.3416, -0.3306, 00.7702,    
 0045.766556, 000397,  0.020, _,    0085, 0176, -038,    0085.22, 0174.64, -036.62,    -0.3439, -0.3332, 00.7692,    
 0045.786560, 000395,  0.020, _,    0082, 0175, -041,    0084.30, 0174.77, -037.70,    -0.3387, -0.3339, 00.7631,    
 0045.806564, 000404,  0.020, _,    0082, 0175, -034,    0083.94, 0174.70, -037.02,    -0.3367, -0.3335, 00.7670,    
 0045.826553, 000399,  0.020, _,    0086, 0172, -036,    0084.17, 0174.11, -036.66,    -0.3380, -0.3302, 00.7690,    
 0045.846558, 000392,  0.020, _,    0083, 0174, -035,    0084.19, 0173.91, -036.39,    -0.3381, -0.3291, 00.7705,    
 0045.866547, 000395,  0.020, _,    0080, 0175, -039,    0083.11, 0174.23, -036.84,    -0.3321, -0.3309, 00.7679,    
 0045.886551, 000394,  0.020, _,    0085, 0176, -045,    0083.50, 0174.59, -038.70,    -0.3343, -0.3329, 00.7574,    
 0045.906555, 000407,  0.020, _,    0084, 0175, -036,    0083.70, 0174.72, -038.28,    -0.3354, -0.3336, 00.7598,    
 0045.926559, 000403,  0.020, _,    0084, 0177, -034,    0083.73, 0175.11, -037.22,    -0.3356, -0.3358, 00.7658,    
 0045.946548, 000397,  0.020, _,    0082, 0179, -041,    0083.36, 0176.05, -038.02,    -0.3335, -0.3410, 00.7613,    
 0045.966553, 000396,  0.020, _,    0083, 0176, -038,    0083.19, 0176.11, -038.14,    -0.3325, -0.3414, 00.7606,    
 0045.986557, 000398,  0.020, _,    0084, 0182, -036,    0083.38, 0177.33, -037.62,    -0.3336, -0.3482, 00.7635,    
 0046.006561, 000406,  0.020, _,    0086, 0170, -034,    0083.86, 0176.11, -036.89,    -0.3363, -0.3414, 00.7677,    
 0046.026550, 000395,  0.020, _,    0092, 0180, -042,    0085.64, 0176.44, -037.75,    -0.3463, -0.3432, 00.7628,    
 0046.046555, 000394,  0.020, _,    0093, 0175, -039,    0087.39, 0176.72, -038.39,    -0.3561, -0.3448, 00.7591,    
 0046.066559, 000395,  0.020, _,    0092, 0183, -038,    0088.48, 0177.55, -038.12,    -0.3623, -0.3494, 00.7607,    
 0046.086548, 000396,  0.020, _,    0091, 0177, -044,    0089.14, 0178.12, -039.45,    -0.3660, -0.3527, 00.7531,    
 0046.106552, 000402,  0.020, _,    0093, 0170, -039,    0090.06, 0175.97, -039.50,    -0.3711, -0.3406, 00.7528,    
 0046.126556, 000400,  0.020, _,    0101, 0169, -050,    0092.48, 0174.69, -041.50,    -0.3847, -0.3334, 00.7415,    
 0046.146561, 000399,  0.020, _,    0100, 0170, -044,    0094.44, 0173.36, -042.53,    -0.3957, -0.3260, 00.7356,    
 0046.166550, 000400,  0.020, _,    0100, 0179, -044,    0095.73, 0174.58, -042.62,    -0.4030, -0.3328, 00.7351,    
 0046.186554, 000395,  0.020, _,    0101, 0178, -050,    0097.17, 0175.31, -044.47,    -0.4111, -0.3369, 00.7246,    
 0046.206558, 000400,  0.020, _,    0099, 0176, -047,    0097.80, 0175.48, -045.12,    -0.4146, -0.3379, 00.7209,    
 0046.226547, 000396,  0.020, _,    0101, 0174, -050,    0098.64, 0175.12, -046.28,    -0.4193, -0.3359, 00.7143,    
 0046.246552, 000398,  0.020, _,    0101, 0174, -045,    0099.36, 0174.89, -046.30,    -0.4234, -0.3346, 00.7142,    
 0046.266556, 000399,  0.020, _,    0109, 0172, -041,    0101.42, 0174.25, -045.14,    -0.4350, -0.3310, 00.7208,    
 0046.286560, 000402,  0.020, _,    0099, 0178, -047,    0101.42, 0174.83, -045.52,    -0.4350, -0.3342, 00.7187,    
 0046.306564, 000406,  0.020, _,    0104, 0174, -042,    0101.69, 0174.84, -045.05,    -0.4364, -0.3343, 00.7213,    
 0046.326553, 000397,  0.020, _,    0100, 0177, -039,    0101.88, 0175.03, -043.56,    -0.4375, -0.3354, 00.7298,    
 0046.346558, 000395,  0.020, _,    0104, 0171, -047,    0102.02, 0174.58, -044.27,    -0.4383, -0.3328, 00.7258,    
 0046.366547, 000394,  0.020, _,    0100, 0179, -041,    0102.03, 0175.14, -043.73,    -0.4384, -0.3360, 00.7288,    
 0046.386551, 000392,  0.020, _,    0097, 0171, -045,    0100.61, 0174.83, -043.70,    -0.4304, -0.3342, 00.7290,    
 0046.406555, 000403,  0.020, _,    0094, 0185, -045,    0099.42, 0176.30, -044.22,    -0.4237, -0.3424, 00.7260,    
 0046.426559, 000397,  0.020, _,    0089, 0172, -044,    0096.94, 0176.23, -043.92,    -0.4098, -0.3421, 00.7277,    
 0046.446548, 000401,  0.020, _,    0098, 0177, -044,    0097.02, 0175.56, -044.03,    -0.4102, -0.3383, 00.7271,    
 0046.466553, 000395,  0.020, _,    0088, 0178, -035,    0095.23, 0176.80, -042.05,    -0.4002, -0.3452, 00.7384,    
 0046.486557, 000396,  0.020, _,    0097, 0174, -038,    0095.06, 0175.78, -040.89,    -0.3992, -0.3396, 00.7449,    
 0046.506561, 000403,  0.020, _,    0085, 0176, -040,    0093.30, 0176.14, -040.78,    -0.3893, -0.3416, 00.7456,    
 0046.526550, 000398,  0.020, _,    0090, 0176, -035,    0091.80, 0175.88, -039.47,    -0.3809, -0.3401, 00.7530,    
 0046.546555, 000395,  0.020, _,    0082, 0172, -034,    0090.14, 0175.28, -038.14,    -0.3716, -0.3368, 00.7606,    
 0046.566559, 000395,  0.020, _,    0082, 0177, -041,    0087.56, 0175.34, -038.62,    -0.3571, -0.3371, 00.7578,    
 0046.586563, 000420,  0.021, _,    0084, 0172, -034,    0086.95, 0175.00, -037.78,    -0.3537, -0.3352, 00.7626,    
 0046.606552, 000404,  0.020, _,    0086, 0177, -034,    0086.20, 0174.98, -036.62,    -0.3495, -0.3351, 00.7692,    
 0046.626556, 000397,  0.020, _,    0084, 0172, -036,    0085.92, 0174.78, -036.50,    -0.3479, -0.3340, 00.7699,    
 0046.646561, 000395,  0.020, _,    0083, 0174, -033,    0084.89, 0174.12, -035.55,    -0.3421, -0.3303, 00.7753,    
 0046.666550, 000397,  0.020, _,    0075, 0177, -039,    0082.97, 0174.98, -036.14,    -0.3313, -0.3351, 00.7719,    
 0046.686554, 000395,  0.020, _,    0080, 0175, -036,    0081.69, 0174.88, -036.17,    -0.3241, -0.3345, 00.7718,    
 0046.706558, 000402,  0.020, _,    0080, 0172, -039,    0081.53, 0174.33, -036.59,    -0.3232, -0.3314, 00.7694,    
 0046.726547, 000396,  0.020, _,    0082, 0170, -036,    0081.16, 0173.27, -036.70,    -0.3211, -0.3255, 00.7687,    
 0046.746567, 000422,  0.021, _,    0076, 0178, -033,    0080.28, 0174.19, -035.72,    -0.3162, -0.3307, 00.7743,    
 0046.766556, 000403,  0.020, _,    0084, 0175, -039,    0080.56, 0174.53, -036.39,    -0.3178, -0.3326, 00.7705,    
 0046.786560, 000397,  0.020, _,    0083, 0176, -030,    0081.48, 0174.72, -035.23,    -0.3229, -0.3336, 00.7771,    
 0046.806549, 000403,  0.020, _,    0084, 0184, -036,    0081.72, 0176.73, -035.00,    -0.3243, -0.3449, 00.7784,    
 0046.826553, 000396,  0.020, _,    0085, 0176, -035,    0082.64, 0176.88, -035.30,    -0.3294, -0.3457, 00.7767,    
 0046.846558, 000396,  0.020, _,    0083, 0178, -038,    0082.55, 0176.92, -035.64,    -0.3289, -0.3459, 00.7748,    
 0046.866547, 000395,  0.020, _,    0083, 0183, -042,    0082.77, 0178.39, -037.22,    -0.3301, -0.3541, 00.7658,    
 0046.886551, 000396,  0.020, _,    0085, 0183, -038,    0083.16, 0179.45, -037.42,    -0.3323, -0.3601, 00.7646,    
 0046.906555, 000404,  0.020, _,    0075, 0186, -041,    0081.72, 0180.95, -038.16,    -0.3243, -0.3685, 00.7605,    
 0046.926559, 000399,  0.020, _,    0086, 0188, -041,    0082.19, 0182.62, -038.88,    -0.3269, -0.3778, 00.7564,    
 0046.946548, 000398,  0.020, _,    0088, 0190, -045,    0083.92, 0184.39, -040.16,    -0.3366, -0.3877, 00.7491,    
 0046.966553, 000397,  0.020, _,    0075, 0186, -041,    0081.95, 0185.08, -040.58,    -0.3256, -0.3915, 00.7467,    
 0046.986557, 000395,  0.020, _,    0080, 0193, -041,    0081.41, 0186.72, -040.62,    -0.3225, -0.4007, 00.7464,    
 0047.006561, 000402,  0.020, _,    0083, 0197, -045,    0081.80, 0189.28, -041.69,    -0.3247, -0.4150, 00.7404,    
 0047.026550, 000394,  0.020, _,    0082, 0198, -041,    0081.81, 0191.34, -041.75,    -0.3248, -0.4265, 00.7401,    
 0047.046555, 000393,  0.020, _,    0080, 0195, -048,    0081.44, 0192.45, -043.03,    -0.3227, -0.4327, 00.7328,    
 0047.066559, 000400,  0.020, _,    0083, 0197, -040,    0081.59, 0193.50, -042.78,    -0.3236, -0.4385, 00.7342,    
 0047.086548, 000397,  0.020, _,    0078, 0197, -047,    0080.98, 0194.66, -043.36,    -0.3201, -0.4450, 00.7309,    
 0047.106552, 000407,  0.020, _,    0080, 0193, -046,    0080.56, 0194.42, -044.38,    -0.3178, -0.4437, 00.7251,    
 0047.126556, 000397,  0.020, _,    0076, 0192, -042,    0079.72, 0194.03, -043.70,    -0.3130, -0.4415, 00.7290,    
 0047.146561, 000396,  0.020, _,    0083, 0194, -050,    0080.08, 0194.05, -045.12,    -0.3150, -0.4416, 00.7209,    
 0047.166550, 000395,  0.020, _,    0080, 0200, -046,    0080.42, 0195.42, -045.50,    -0.3170, -0.4493, 00.7188,    
 0047.186554, 000393,  0.020, _,    0081, 0192, -038,    0080.14, 0194.98, -043.92,    -0.3154, -0.4468, 00.7277,    
 0047.206558, 000399,  0.020, _,    0080, 0191, -041,    0080.42, 0193.97, -043.12,    -0.3170, -0.4412, 00.7322,    
 0047.226562, 000403,  0.020, _,    0077, 0186, -048,    0079.52, 0192.44, -044.22,    -0.3119, -0.4326, 00.7260,    
 0047.246552, 000396,  0.020, _,    0075, 0182, -041,    0078.61, 0189.91, -043.69,    -0.3068, -0.4185, 00.7290,    
 0047.266556, 000394,  0.020, _,    0080, 0186, -039,    0078.62, 0188.91, -042.53,    -0.3069, -0.4129, 00.7356,    
 0047.286560, 000396,  0.020, _,    0075, 0177, -044,    0078.09, 0186.31, -042.77,    -0.3039, -0.3984, 00.7343,    
 0047.306564, 000402,  0.020, _,    0078, 0183, -042,    0077.70, 0185.11, -042.69,    -0.3017, -0.3917, 00.7347,    
 0047.326553, 000398,  0.020, _,    0085, 0180, -035,    0079.44, 0184.14, -041.05,    -0.3114, -0.3863, 00.7441,    
 0047.346558, 000400,  0.020, _,    0076, 0178, -040,    0078.81, 0182.42, -040.47,    -0.3079, -0.3767, 00.7473,    
 0047.366547, 000396,  0.020, _,    0085, 0178, -038,    0079.89, 0181.42, -040.09,    -0.3140, -0.3711, 00.7495,    
 0047.386551, 000402,  0.020, _,    0083, 0178, -035,    0080.89, 0180.34, -038.77,    -0.3196, -0.3650, 00.7570,    
 0047.406555, 000400,  0.020, _,    0080, 0182, -036,    0080.50, 0180.48, -038.09,    -0.3174, -0.3658, 00.7608,    
 0047.426559, 000395,  0.020, _,    0080, 0179, -036,    0080.55, 0180.06, -037.53,    -0.3177, -0.3635, 00.7640,    
 0047.446548, 000394,  0.020, _,    0081, 0174, -033,    0080.52, 0178.62, -036.58,    -0.3175, -0.3554, 00.7694,    
 0047.466553, 000394,  0.020, _,    0082, 0177, -036,    0080.98, 0178.02, -036.17,    -0.3201, -0.3520, 00.7718,    
 0047.486557, 000393,  0.020, _,    0080, 0175, -039,    0080.83, 0177.45, -036.77,    -0.3193, -0.3489, 00.7684,    
 0047.506561, 000404,  0.020, _,    0080, 0172, -032,    0080.67, 0176.06, -035.78,    -0.3184, -0.3411, 00.7740,    
 0047.526550, 000396,  0.020, _,    0081, 0171, -030,    0080.75, 0174.92, -034.33,    -0.3188, -0.3348, 00.7822,    
 0047.546555, 000402,  0.020, _,    0077, 0177, -032,    0080.09, 0175.12, -033.69,    -0.3151, -0.3359, 00.7859,    
 0047.566559, 000395,  0.020, _,    0078, 0169, -035,    0079.42, 0174.02, -033.89,    -0.3114, -0.3297, 00.7847,    
 0047.586548, 000395,  0.020, _,    0077, 0172, -034,    0079.00, 0173.17, -033.94,    -0.3090, -0.3250, 00.7844,    
 0047.606552, 000401,  0.020, _,    0081, 0162, -026,    0079.22, 0171.05, -032.19,    -0.3102, -0.3131, 00.7944,    
 0047.626556, 000394,  0.020, _,    0080, 0163, -036,    0079.52, 0168.70, -032.67,    -0.3119, -0.3000, 00.7916,    
 0047.646561, 000398,  0.020, _,    0085, 0167, -030,    0080.50, 0168.41, -032.47,    -0.3174, -0.2984, 00.7928,    
 0047.666550, 000397,  0.020, _,    0083, 0169, -028,    0081.31, 0168.16, -031.12,    -0.3220, -0.2970, 00.8004,    
 0047.686554, 000395,  0.020, _,    0080, 0165, -032,    0080.91, 0167.62, -031.38,    -0.3197, -0.2940, 00.7990,    
 0047.706558, 000407,  0.020, _,    0083, 0160, -026,    0081.39, 0165.69, -030.16,    -0.3224, -0.2832, 00.8059,    
 0047.726562, 000402,  0.020, _,    0078, 0157, -030,    0080.73, 0163.75, -029.91,    -0.3187, -0.2723, 00.8074,    
 0047.746552, 000400,  0.020, _,    0080, 0165, -022,    0080.45, 0163.61, -028.38,    -0.3172, -0.2716, 00.8161,    
 0047.766556, 000396,  0.020, _,    0075, 0168, -029,    0079.44, 0164.67, -028.06,    -0.3114, -0.2775, 00.8178,    
 0047.786560, 000393,  0.020, _,    0078, 0162, -028,    0078.89, 0163.91, -028.34,    -0.3084, -0.2732, 00.8162,    
 0047.806564, 000404,  0.020, _,    0082, 0165, -029,    0079.72, 0164.00, -028.14,    -0.3130, -0.2737, 00.8174,    
 0047.826553, 000397,  0.020, _,    0077, 0163, -029,    0079.17, 0163.84, -028.47,    -0.3100, -0.2729, 00.8155,    
 0047.846558, 000422,  0.021, _,    0082, 0161, -024,    0079.62, 0163.16, -027.41,    -0.3125, -0.2690, 00.8216,    
 0047.866562, 000403,  0.020, _,    0073, 0168, -027,    0078.44, 0164.11, -027.22,    -0.3058, -0.2744, 00.8226,    
 0047.886551, 000397,  0.020, _,    0080, 0172, -036,    0078.30, 0165.84, -028.95,    -0.3050, -0.2840, 00.8128,    
 0047.906555, 000406,  0.020, _,    0084, 0165, -024,    0079.77, 0165.81, -028.30,    -0.3133, -0.2839, 00.8165,    
 0047.926559, 000394,  0.020, _,    0081, 0174, -030,    0079.92, 0167.36, -028.12,    -0.3142, -0.2925, 00.8175,    
 0047.946548, 000393,  0.020, _,    0082, 0170, -032,    0080.42, 0168.42, -029.39,    -0.3170, -0.2984, 00.8103,    
 0047.966553, 000394,  0.020, _,    0081, 0176, -038,    0080.56, 0169.83, -030.95,    -0.3178, -0.3063, 00.8014,    
 0047.986557, 000396,  0.020, _,    0082, 0177, -036,    0080.92, 0171.86, -032.56,    -0.3198, -0.3177, 00.7923,    
 0048.006561, 000425,  0.021, _,    0085, 0176, -042,    0081.83, 0172.61, -034.31,    -0.3249, -0.3218, 00.7823,    
 0048.026550, 000400,  0.020, _,    0081, 0176, -035,    0081.84, 0173.70, -035.05,    -0.3250, -0.3280, 00.7781,    
 0048.046555, 000394,  0.020, _,    0077, 0182, -036,    0080.70, 0175.45, -034.97,    -0.3186, -0.3377, 00.7786,    
 0048.066559, 000394,  0.020, _,    0083, 0183, -035,    0081.17, 0177.52, -035.41,    -0.3212, -0.3492, 00.7761,    
 0048.086548, 000397,  0.020, _,    0080, 0186, -044,    0081.09, 0179.41, -036.97,    -0.3208, -0.3598, 00.7672,    
 0048.106552, 000410,  0.021, _,    0075, 0191, -044,    0079.75, 0182.27, -039.11,    -0.3132, -0.3758, 00.7551,    
 0048.126556, 000397,  0.020, _,    0082, 0193, -041,    0080.11, 0184.75, -039.38,    -0.3152, -0.3897, 00.7536,    
 0048.146561, 000394,  0.020, _,    0080, 0193, -041,    0080.20, 0186.95, -040.09,    -0.3157, -0.4020, 00.7495,    
 0048.166550, 000403,  0.020, _,    0077, 0195, -048,    0079.42, 0188.86, -041.73,    -0.3114, -0.4126, 00.7401,    
 0048.186554, 000399,  0.020, _,    0076, 0192, -045,    0078.67, 0189.94, -042.91,    -0.3071, -0.4186, 00.7335,    
 0048.206558, 000400,  0.020, _,    0076, 0199, -045,    0077.95, 0191.92, -043.19,    -0.3031, -0.4297, 00.7319,    
 0048.226562, 000394,  0.020, _,    0077, 0200, -041,    0077.72, 0194.16, -043.05,    -0.3018, -0.4422, 00.7327,    
 0048.246552, 000395,  0.020, _,    0083, 0201, -050,    0078.69, 0195.77, -044.25,    -0.3072, -0.4512, 00.7259,    
 0048.266556, 000396,  0.020, _,    0075, 0195, -046,    0078.11, 0196.12, -045.22,    -0.3040, -0.4532, 00.7203,    
 0048.286560, 000396,  0.020, _,    0080, 0193, -041,    0078.17, 0195.44, -044.14,    -0.3043, -0.4494, 00.7265,    
 0048.306549, 000404,  0.020, _,    0076, 0197, -040,    0078.05, 0195.98, -043.47,    -0.3036, -0.4524, 00.7303,    
 0048.326553, 000401,  0.020, _,    0075, 0193, -051,    0077.03, 0195.50, -044.80,    -0.2979, -0.4497, 00.7227,    
 0048.346558, 000399,  0.020, _,    0080, 0198, -041,    0077.81, 0195.94, -044.53,    -0.3023, -0.4522, 00.7243,    
 0048.366547, 000395,  0.020, _,    0082, 0188, -039,    0078.59, 0194.55, -042.89,    -0.3067, -0.4444, 00.7336,    
 0048.386551, 000395,  0.020, _,    0076, 0187, -045,    0078.23, 0192.59, -043.53,    -0.3047, -0.4335, 00.7299,    
 0048.406555, 000401,  0.020, _,    0088, 0185, -038,    0080.00, 0191.11, -042.30,    -0.3146, -0.4252, 00.7369,    
 0048.426559, 000400,  0.020, _,    0080, 0186, -034,    0080.62, 0189.67, -040.45,    -0.3181, -0.4172, 00.7474,    
 0048.446548, 000396,  0.020, _,    0078, 0180, -040,    0079.67, 0187.67, -040.06,    -0.3128, -0.4060, 00.7496,    
 0048.466553, 000393,  0.020, _,    0081, 0180, -035,    0080.25, 0185.50, -039.14,    -0.3160, -0.3939, 00.7549,    
 0048.486557, 000399,  0.020, _,    0078, 0180, -035,    0079.59, 0184.28, -037.91,    -0.3123, -0.3870, 00.7619,    
 0048.506561, 000408,  0.020, _,    0078, 0176, -038,    0079.38, 0182.19, -037.91,    -0.3111, -0.3753, 00.7619,    
 0048.526550, 000397,  0.020, _,    0084, 0182, -039,    0080.23, 0181.91, -037.98,    -0.3159, -0.3738, 00.7615,    
 0048.546555, 000395,  0.020, _,    0084, 0182, -027,    0081.28, 0181.78, -035.83,    -0.3218, -0.3731, 00.7737,    
 0048.566559, 000392,  0.020, _,    0082, 0177, -036,    0081.45, 0180.61, -035.20,    -0.3228, -0.3665, 00.7773,    
 0048.586548, 000395,  0.020, _,    0076, 0171, -035,    0080.45, 0178.33, -035.45,    -0.3172, -0.3538, 00.7758,    
 0048.606552, 000398,  0.020, _,    0084, 0177, -034,    0080.86, 0177.66, -034.80,    -0.3194, -0.3500, 00.7796,    
 0048.626556, 000396,  0.020, _,    0086, 0177, -036,    0082.31, 0177.58, -035.14,    -0.3276, -0.3496, 00.7776,    
 0048.646561, 000399,  0.020, _,    0077, 0177, -036,    0081.11, 0177.20, -035.12,    -0.3208, -0.3475, 00.7777,    
 0048.666550, 000398,  0.020, _,    0083, 0176, -030,    0081.33, 0176.95, -034.25,    -0.3221, -0.3461, 00.7827,    
 0048.686554, 000395,  0.020, _,    0086, 0177, -034,    0082.53, 0176.78, -033.84,    -0.3288, -0.3451, 00.7850,    
 0048.706558, 000401,  0.020, _,    0081, 0180, -030,    0082.30, 0177.55, -033.25,    -0.3275, -0.3494, 00.7884,    
 0048.726562, 000396,  0.020, _,    0083, 0171, -038,    0082.39, 0176.20, -033.84,    -0.3280, -0.3419, 00.7850,    
 0048.746552, 000396,  0.020, _,    0081, 0174, -033,    0082.22, 0175.44, -034.11,    -0.3271, -0.3376, 00.7835,    
 0048.766556, 000398,  0.020, _,    0084, 0175, -036,    0082.45, 0175.42, -034.03,    -0.3284, -0.3376, 00.7839,    
 0048.786560, 000394,  0.020, _,    0083, 0176, -033,    0082.75, 0175.36, -034.28,    -0.3301, -0.3372, 00.7825,    
