 Mtime,       Mdur,    Mperc, M,    Mrx1, Mry1, Mrz1,    Max1,    May1,    Maz1,       Mcx1,    Mcy1,    Mcz1,   
 0017.046555, 000393,  0.020, _,    0085, 0171, -040,    0087.22, 0171.11, -038.38,    -0.3552, -0.3135, 00.7592,    
 0017.066559, 000395,  0.020, _,    0082, 0170, -036,    0085.73, 0170.75, -037.95,    -0.3468, -0.3115, 00.7616,    
 0017.086548, 000397,  0.020, _,    0088, 0171, -030,    0086.39, 0170.80, -036.20,    -0.3505, -0.3117, 00.7716,    
 0017.106552, 000404,  0.020, _,    0089, 0170, -032,    0086.92, 0170.58, -035.19,    -0.3535, -0.3105, 00.7773,    
 0017.126556, 000429,  0.021, _,    0085, 0169, -038,    0086.69, 0170.25, -035.70,    -0.3522, -0.3087, 00.7744,    
 0017.146561, 000397,  0.020, _,    0085, 0178, -038,    0086.23, 0171.77, -036.31,    -0.3496, -0.3171, 00.7710,    
 0017.166550, 000395,  0.020, _,    0088, 0171, -033,    0086.64, 0171.97, -035.66,    -0.3519, -0.3183, 00.7747,    
 0017.186554, 000396,  0.020, _,    0089, 0168, -036,    0087.17, 0170.84, -035.58,    -0.3549, -0.3120, 00.7751,    
 0017.206558, 000405,  0.020, _,    0088, 0171, -033,    0087.45, 0170.97, -035.19,    -0.3565, -0.3127, 00.7773,    
 0017.226562, 000398,  0.020, _,    0081, 0171, -033,    0086.03, 0170.92, -034.48,    -0.3485, -0.3124, 00.7813,    
 0017.246552, 000394,  0.020, _,    0085, 0176, -038,    0085.59, 0172.02, -035.19,    -0.3460, -0.3185, 00.7773,    
 0017.266556, 000395,  0.020, _,    0082, 0175, -036,    0084.98, 0172.78, -035.36,    -0.3426, -0.3228, 00.7764,    
 0017.286560, 000416,  0.021, _,    0088, 0174, -038,    0085.31, 0173.03, -035.84,    -0.3445, -0.3242, 00.7736,    
 0017.306564, 000405,  0.020, _,    0086, 0172, -029,    0085.80, 0172.94, -034.59,    -0.3472, -0.3237, 00.7807,    
 0017.326553, 000399,  0.020, _,    0082, 0175, -044,    0084.77, 0173.31, -036.17,    -0.3414, -0.3258, 00.7718,    
 0017.346558, 000394,  0.020, _,    0086, 0177, -041,    0085.03, 0174.22, -037.86,    -0.3429, -0.3308, 00.7622,    
 0017.366547, 000392,  0.020, _,    0088, 0174, -038,    0085.64, 0174.25, -037.55,    -0.3463, -0.3310, 00.7639,    
 0017.386551, 000394,  0.020, _,    0084, 0175, -029,    0085.41, 0174.36, -036.08,    -0.3450, -0.3316, 00.7723,    
 0017.406555, 000407,  0.020, _,    0078, 0171, -035,    0083.70, 0173.77, -035.34,    -0.3354, -0.3283, 00.7765,    
 0017.426559, 000394,  0.020, _,    0084, 0170, -041,    0083.55, 0172.92, -036.94,    -0.3345, -0.3236, 00.7674,    
 0017.446548, 000399,  0.020, _,    0083, 0170, -034,    0083.55, 0172.33, -036.25,    -0.3345, -0.3203, 00.7713,    
 0017.466553, 000399,  0.020, _,    0088, 0175, -034,    0084.34, 0172.77, -035.78,    -0.3390, -0.3227, 00.7740,    
 0017.486557, 000396,  0.020, _,    0086, 0168, -040,    0084.94, 0171.95, -036.55,    -0.3423, -0.3182, 00.7696,    
 0017.506561, 000404,  0.020, _,    0084, 0170, -039,    0084.59, 0171.19, -037.33,    -0.3404, -0.3139, 00.7652,    
 0017.526550, 000395,  0.020, _,    0082, 0168, -029,    0084.17, 0170.70, -035.53,    -0.3380, -0.3112, 00.7754,    
 0017.546555, 000396,  0.020, _,    0086, 0165, -034,    0084.33, 0169.23, -034.97,    -0.3389, -0.3030, 00.7786,    
 0017.566559, 000395,  0.020, _,    0089, 0170, -041,    0085.50, 0169.33, -036.27,    -0.3455, -0.3035, 00.7712,    
 0017.586548, 000394,  0.020, _,    0084, 0172, -029,    0085.19, 0169.78, -034.88,    -0.3438, -0.3060, 00.7791,    
 0017.606552, 000403,  0.020, _,    0083, 0171, -038,    0084.67, 0170.06, -035.11,    -0.3409, -0.3076, 00.7778,    
 0017.626556, 000399,  0.020, _,    0081, 0164, -047,    0083.91, 0168.77, -037.95,    -0.3366, -0.3004, 00.7616,    
 0017.646561, 000396,  0.020, _,    0084, 0175, -034,    0083.89, 0169.78, -037.36,    -0.3365, -0.3060, 00.7650,    
 0017.666550, 000395,  0.020, _,    0088, 0174, -038,    0084.81, 0171.05, -037.20,    -0.3416, -0.3131, 00.7659,    
 0017.686554, 000396,  0.020, _,    0080, 0170, -036,    0083.91, 0170.67, -037.19,    -0.3366, -0.3110, 00.7660,    
 0017.706558, 000404,  0.020, _,    0083, 0176, -030,    0083.44, 0171.80, -035.53,    -0.3339, -0.3173, 00.7754,    
 0017.726562, 000400,  0.020, _,    0081, 0167, -038,    0083.09, 0170.98, -035.94,    -0.3320, -0.3128, 00.7731,    
 0017.746552, 000397,  0.020, _,    0086, 0175, -039,    0083.45, 0171.58, -036.67,    -0.3340, -0.3161, 00.7689,    
 0017.766556, 000399,  0.020, _,    0083, 0176, -033,    0083.64, 0172.89, -035.97,    -0.3351, -0.3234, 00.7729,    
 0017.786560, 000399,  0.020, _,    0086, 0168, -044,    0083.83, 0171.83, -037.55,    -0.3361, -0.3175, 00.7639,    
 0017.806564, 000409,  0.020, _,    0086, 0168, -034,    0084.52, 0171.00, -037.20,    -0.3400, -0.3128, 00.7659,    
 0017.826553, 000394,  0.020, _,    0084, 0172, -039,    0084.28, 0171.14, -037.14,    -0.3387, -0.3136, 00.7662,    
 0017.846558, 000397,  0.020, _,    0083, 0174, -035,    0084.14, 0171.83, -037.17,    -0.3379, -0.3175, 00.7661,    
 0017.866547, 000396,  0.020, _,    0081, 0169, -035,    0083.38, 0171.34, -036.16,    -0.3336, -0.3148, 00.7718,    
 0017.886551, 000399,  0.020, _,    0086, 0172, -039,    0083.91, 0171.31, -037.03,    -0.3366, -0.3146, 00.7669,    
 0017.906555, 000404,  0.020, _,    0082, 0170, -034,    0083.59, 0171.12, -036.33,    -0.3348, -0.3135, 00.7709,    
 0017.926559, 000401,  0.020, _,    0088, 0167, -042,    0084.36, 0170.19, -037.44,    -0.3391, -0.3083, 00.7646,    
 0017.946548, 000396,  0.020, _,    0086, 0170, -036,    0085.02, 0170.03, -037.47,    -0.3428, -0.3074, 00.7644,    
 0017.966553, 000398,  0.020, _,    0085, 0174, -038,    0084.88, 0170.84, -037.34,    -0.3420, -0.3120, 00.7651,    
 0017.986557, 000394,  0.020, _,    0093, 0172, -039,    0086.67, 0171.20, -037.86,    -0.3521, -0.3140, 00.7622,    
 0018.006561, 000404,  0.020, _,    0082, 0172, -034,    0085.94, 0171.25, -037.02,    -0.3480, -0.3142, 00.7670,    
 0018.026550, 000393,  0.020, _,    0088, 0174, -033,    0086.03, 0171.92, -036.08,    -0.3485, -0.3180, 00.7723,    
 0018.046555, 000397,  0.020, _,    0080, 0172, -034,    0085.16, 0172.02, -035.55,    -0.3436, -0.3185, 00.7753,    
 0018.066559, 000397,  0.020, _,    0088, 0180, -035,    0085.25, 0173.62, -035.44,    -0.3441, -0.3275, 00.7759,    
 0018.086563, 000407,  0.020, _,    0085, 0174, -035,    0085.75, 0174.02, -035.30,    -0.3469, -0.3297, 00.7767,    
 0018.106552, 000401,  0.020, _,    0084, 0172, -036,    0085.02, 0173.41, -035.47,    -0.3428, -0.3263, 00.7757,    
 0018.126556, 000400,  0.020, _,    0089, 0170, -036,    0086.09, 0172.89, -035.53,    -0.3488, -0.3234, 00.7754,    
 0018.146561, 000396,  0.020, _,    0086, 0175, -039,    0086.05, 0173.12, -036.27,    -0.3486, -0.3247, 00.7712,    
 0018.166550, 000396,  0.020, _,    0085, 0174, -042,    0085.89, 0173.64, -037.50,    -0.3477, -0.3276, 00.7642,    
 0018.186554, 000394,  0.020, _,    0088, 0171, -038,    0086.19, 0172.95, -037.70,    -0.3494, -0.3238, 00.7631,    
 0018.206558, 000401,  0.020, _,    0090, 0174, -040,    0087.14, 0173.20, -038.11,    -0.3547, -0.3252, 00.7607,    
 0018.226562, 000400,  0.020, _,    0083, 0176, -033,    0086.27, 0173.80, -037.22,    -0.3498, -0.3285, 00.7658,    
 0018.246552, 000402,  0.020, _,    0089, 0175, -036,    0086.69, 0174.19, -036.70,    -0.3522, -0.3307, 00.7687,    
 0018.266556, 000394,  0.020, _,    0086, 0175, -039,    0086.80, 0174.28, -037.42,    -0.3528, -0.3312, 00.7646,    
 0018.286560, 000396,  0.020, _,    0089, 0170, -036,    0087.08, 0173.48, -037.09,    -0.3544, -0.3267, 00.7665,    
 0018.306549, 000402,  0.020, _,    0081, 0167, -033,    0086.14, 0171.91, -036.30,    -0.3491, -0.3179, 00.7710,    
 0018.326553, 000396,  0.020, _,    0083, 0171, -033,    0085.02, 0171.62, -035.48,    -0.3428, -0.3163, 00.7757,    
 0018.346558, 000397,  0.020, _,    0085, 0169, -038,    0085.30, 0171.11, -036.00,    -0.3444, -0.3135, 00.7727,    
 0018.366562, 000394,  0.020, _,    0089, 0177, -034,    0085.81, 0172.17, -035.67,    -0.3473, -0.3194, 00.7746,    
 0018.386566, 000419,  0.021, _,    0085, 0176, -033,    0085.94, 0173.27, -034.92,    -0.3480, -0.3255, 00.7789,    
 0018.406555, 000405,  0.020, _,    0088, 0171, -040,    0086.06, 0172.67, -035.88,    -0.3487, -0.3222, 00.7734,    
 0018.426559, 000397,  0.020, _,    0083, 0176, -038,    0085.75, 0173.38, -036.48,    -0.3469, -0.3261, 00.7700,    
 0018.446548, 000392,  0.020, _,    0085, 0176, -035,    0085.19, 0174.02, -036.09,    -0.3438, -0.3297, 00.7722,    
 0018.466553, 000397,  0.020, _,    0084, 0170, -044,    0085.22, 0173.17, -037.69,    -0.3439, -0.3250, 00.7631,    
 0018.486557, 000400,  0.020, _,    0081, 0171, -035,    0084.05, 0172.55, -037.48,    -0.3373, -0.3215, 00.7643,    
 0018.506561, 000400,  0.020, _,    0089, 0172, -039,    0085.08, 0172.47, -037.44,    -0.3431, -0.3211, 00.7646,    
 0018.526550, 000396,  0.020, _,    0090, 0174, -042,    0086.22, 0172.77, -038.73,    -0.3495, -0.3227, 00.7572,    
 0018.546555, 000417,  0.021, _,    0083, 0174, -035,    0085.67, 0173.20, -037.92,    -0.3465, -0.3252, 00.7618,    
 0018.566559, 000400,  0.020, _,    0083, 0174, -035,    0084.98, 0173.33, -037.34,    -0.3426, -0.3259, 00.7651,    
 0018.586548, 000397,  0.020, _,    0088, 0176, -035,    0085.62, 0173.97, -036.81,    -0.3462, -0.3294, 00.7681,    
 0018.606552, 000405,  0.020, _,    0084, 0172, -046,    0085.36, 0173.62, -038.66,    -0.3447, -0.3275, 00.7576,    
 0018.626556, 000394,  0.020, _,    0090, 0171, -030,    0086.16, 0172.92, -037.36,    -0.3492, -0.3236, 00.7650,    
 0018.646561, 000394,  0.020, _,    0084, 0168, -034,    0085.98, 0171.92, -036.00,    -0.3482, -0.3180, 00.7727,    
 0018.666550, 000395,  0.020, _,    0083, 0169, -033,    0085.09, 0171.11, -035.73,    -0.3432, -0.3135, 00.7742,    
 0018.686554, 000396,  0.020, _,    0084, 0172, -039,    0085.06, 0171.28, -036.00,    -0.3430, -0.3144, 00.7727,    
 0018.706558, 000405,  0.020, _,    0084, 0168, -034,    0084.67, 0170.62, -035.98,    -0.3409, -0.3108, 00.7728,    
 0018.726562, 000398,  0.020, _,    0082, 0170, -041,    0084.23, 0170.36, -036.48,    -0.3384, -0.3093, 00.7700,    
 0018.746552, 000397,  0.020, _,    0086, 0172, -029,    0084.38, 0170.75, -035.53,    -0.3392, -0.3115, 00.7754,    
 0018.766556, 000399,  0.020, _,    0081, 0171, -033,    0083.84, 0170.77, -034.22,    -0.3362, -0.3115, 00.7828,    
 0018.786560, 000397,  0.020, _,    0088, 0169, -033,    0084.39, 0170.36, -034.47,    -0.3393, -0.3093, 00.7814,    
 0018.806564, 000405,  0.020, _,    0088, 0169, -038,    0085.55, 0169.95, -034.67,    -0.3458, -0.3070, 00.7803,    
 0018.826553, 000398,  0.020, _,    0085, 0171, -040,    0085.20, 0170.11, -036.27,    -0.3438, -0.3079, 00.7712,    
 0018.846558, 000396,  0.020, _,    0083, 0174, -040,    0084.89, 0170.92, -036.73,    -0.3421, -0.3124, 00.7686,    
 0018.866562, 000402,  0.020, _,    0084, 0168, -034,    0084.48, 0170.45, -036.55,    -0.3398, -0.3098, 00.7696,    
 0018.886551, 000398,  0.020, _,    0084, 0172, -036,    0084.50, 0170.56, -036.14,    -0.3399, -0.3104, 00.7719,    
 0018.906555, 000404,  0.020, _,    0085, 0169, -040,    0084.52, 0170.52, -037.20,    -0.3400, -0.3101, 00.7659,    
 0018.926559, 000397,  0.020, _,    0084, 0172, -036,    0084.52, 0170.56, -036.88,    -0.3400, -0.3104, 00.7678,    
 0018.946548, 000395,  0.020, _,    0085, 0171, -038,    0084.52, 0170.92, -037.12,    -0.3400, -0.3124, 00.7663,    
 0018.966553, 000395,  0.020, _,    0082, 0175, -036,    0084.16, 0171.56, -036.94,    -0.3380, -0.3160, 00.7674,    
 0018.986557, 000398,  0.020, _,    0085, 0174, -033,    0084.12, 0172.38, -036.14,    -0.3378, -0.3205, 00.7719,    
 0019.006561, 000399,  0.020, _,    0089, 0177, -036,    0085.30, 0173.19, -036.09,    -0.3444, -0.3251, 00.7722,    
 0019.026550, 000399,  0.020, _,    0085, 0176, -038,    0085.27, 0174.11, -036.53,    -0.3442, -0.3302, 00.7697,    
 0019.046555, 000398,  0.020, _,    0085, 0176, -033,    0085.12, 0174.41, -035.83,    -0.3434, -0.3319, 00.7737,    
 0019.066559, 000392,  0.020, _,    0086, 0172, -039,    0085.34, 0174.16, -036.27,    -0.3446, -0.3305, 00.7712,    
 0019.086548, 000396,  0.020, _,    0084, 0168, -034,    0085.11, 0172.67, -036.03,    -0.3433, -0.3222, 00.7725,    
 0019.106552, 000409,  0.020, _,    0084, 0165, -032,    0084.84, 0171.12, -034.92,    -0.3418, -0.3135, 00.7789,    
 0019.126556, 000395,  0.020, _,    0088, 0176, -040,    0085.48, 0171.86, -036.03,    -0.3454, -0.3177, 00.7725,    
 0019.146561, 000397,  0.020, _,    0083, 0176, -040,    0085.11, 0173.12, -036.91,    -0.3433, -0.3247, 00.7676,    
 0019.166550, 000395,  0.020, _,    0086, 0170, -039,    0085.12, 0172.34, -037.39,    -0.3434, -0.3204, 00.7648,    
 0019.186554, 000400,  0.020, _,    0084, 0172, -032,    0085.09, 0172.28, -036.34,    -0.3432, -0.3200, 00.7708,    
 0019.206558, 000403,  0.020, _,    0089, 0170, -039,    0085.70, 0171.78, -036.64,    -0.3466, -0.3172, 00.7691,    
 0019.226562, 000398,  0.020, _,    0084, 0172, -039,    0085.69, 0171.72, -037.47,    -0.3466, -0.3169, 00.7644,    
 0019.246552, 000396,  0.020, _,    0082, 0177, -041,    0084.58, 0172.78, -038.06,    -0.3403, -0.3228, 00.7610,    
 0019.266556, 000394,  0.020, _,    0082, 0175, -039,    0084.16, 0173.31, -038.48,    -0.3380, -0.3258, 00.7586,    
 0019.286560, 000394,  0.020, _,    0085, 0174, -038,    0084.14, 0173.42, -038.28,    -0.3379, -0.3264, 00.7598,    
 0019.306564, 000401,  0.020, _,    0081, 0171, -035,    0083.67, 0173.03, -037.78,    -0.3352, -0.3242, 00.7626,    
 0019.326553, 000395,  0.020, _,    0085, 0171, -040,    0083.64, 0172.53, -038.03,    -0.3351, -0.3214, 00.7612,    
 0019.346558, 000404,  0.020, _,    0088, 0174, -038,    0084.80, 0172.92, -038.34,    -0.3416, -0.3236, 00.7594,    
 0019.366547, 000401,  0.020, _,    0084, 0172, -036,    0084.56, 0172.75, -037.62,    -0.3402, -0.3226, 00.7635,    
 0019.386551, 000395,  0.020, _,    0083, 0176, -040,    0084.27, 0173.30, -038.19,    -0.3386, -0.3257, 00.7603,    
 0019.406555, 000401,  0.020, _,    0085, 0169, -040,    0084.31, 0172.66, -038.58,    -0.3388, -0.3221, 00.7581,    
 0019.426559, 000399,  0.020, _,    0085, 0174, -042,    0084.53, 0172.64, -039.39,    -0.3401, -0.3220, 00.7535,    
 0019.446548, 000397,  0.020, _,    0086, 0172, -034,    0084.77, 0172.83, -038.39,    -0.3414, -0.3231, 00.7591,    
 0019.466553, 000395,  0.020, _,    0088, 0171, -035,    0085.50, 0172.19, -037.39,    -0.3455, -0.3195, 00.7648,    
 0019.486557, 000393,  0.020, _,    0085, 0178, -038,    0085.50, 0173.45, -037.59,    -0.3455, -0.3266, 00.7637,    
 0019.506561, 000412,  0.021, _,    0081, 0174, -030,    0084.58, 0173.66, -035.98,    -0.3403, -0.3277, 00.7728,    
 0019.526550, 000395,  0.020, _,    0086, 0170, -034,    0084.75, 0172.86, -035.30,    -0.3413, -0.3232, 00.7767,    
 0019.546555, 000394,  0.020, _,    0086, 0177, -034,    0085.17, 0173.62, -035.14,    -0.3437, -0.3275, 00.7776,    
 0019.566559, 000394,  0.020, _,    0083, 0171, -035,    0084.67, 0173.36, -034.94,    -0.3409, -0.3260, 00.7788,    
 0019.586548, 000394,  0.020, _,    0084, 0170, -039,    0084.47, 0172.38, -035.83,    -0.3397, -0.3205, 00.7737,    
 0019.606552, 000400,  0.020, _,    0085, 0176, -042,    0084.58, 0173.22, -037.12,    -0.3403, -0.3252, 00.7663,    
 0019.626556, 000396,  0.020, _,    0083, 0174, -033,    0084.31, 0173.41, -036.42,    -0.3388, -0.3263, 00.7703,    
 0019.646561, 000418,  0.021, _,    0085, 0167, -033,    0084.36, 0172.14, -035.39,    -0.3391, -0.3192, 00.7762,    
 0019.666565, 000402,  0.020, _,    0083, 0171, -040,    0084.14, 0171.67, -036.38,    -0.3379, -0.3166, 00.7706,    
 0019.686554, 000395,  0.020, _,    0078, 0171, -038,    0082.75, 0171.64, -036.80,    -0.3301, -0.3164, 00.7682,    
 0019.706558, 000400,  0.020, _,    0083, 0169, -035,    0082.62, 0170.98, -036.47,    -0.3294, -0.3128, 00.7701,    
 0019.726562, 000398,  0.020, _,    0089, 0168, -039,    0084.00, 0170.31, -036.89,    -0.3371, -0.3090, 00.7677,    
 0019.746552, 000397,  0.020, _,    0088, 0180, -035,    0084.98, 0172.08, -036.75,    -0.3426, -0.3189, 00.7685,    
 0019.766556, 000397,  0.020, _,    0082, 0172, -029,    0084.41, 0172.58, -035.05,    -0.3394, -0.3217, 00.7781,    
 0019.786560, 000394,  0.020, _,    0085, 0167, -035,    0084.36, 0171.03, -034.88,    -0.3391, -0.3130, 00.7791,    
 0019.806564, 000428,  0.021, _,    0086, 0168, -039,    0084.86, 0170.47, -035.80,    -0.3419, -0.3099, 00.7739,    
 0019.826553, 000401,  0.020, _,    0089, 0177, -036,    0085.67, 0171.61, -035.89,    -0.3465, -0.3163, 00.7733,    
 0019.846558, 000395,  0.020, _,    0086, 0170, -034,    0085.92, 0171.67, -035.41,    -0.3479, -0.3166, 00.7761,    
 0019.866562, 000395,  0.020, _,    0093, 0168, -032,    0087.23, 0170.48, -034.67,    -0.3552, -0.3100, 00.7803,    
 0019.886551, 000395,  0.020, _,    0081, 0171, -040,    0086.44, 0170.78, -035.69,    -0.3508, -0.3116, 00.7745,    
 0019.906555, 000402,  0.020, _,    0081, 0167, -035,    0084.83, 0169.94, -035.80,    -0.3417, -0.3069, 00.7739,    
 0019.926559, 000394,  0.020, _,    0084, 0177, -039,    0084.95, 0171.33, -036.12,    -0.3424, -0.3147, 00.7720,    
 0019.946548, 000394,  0.020, _,    0081, 0174, -040,    0083.94, 0172.16, -037.25,    -0.3367, -0.3193, 00.7656,    
 0019.966553, 000418,  0.021, _,    0082, 0172, -044,    0083.53, 0172.00, -038.53,    -0.3344, -0.3184, 00.7583,    
 0019.986557, 000399,  0.020, _,    0085, 0174, -040,    0083.67, 0172.48, -039.23,    -0.3352, -0.3211, 00.7544,    
 0020.006561, 000400,  0.020, _,    0086, 0170, -034,    0084.30, 0171.97, -038.03,    -0.3387, -0.3183, 00.7612,    
 0020.026550, 000395,  0.020, _,    0082, 0163, -036,    0083.81, 0170.11, -037.64,    -0.3360, -0.3079, 00.7634,    
 0020.046555, 000396,  0.020, _,    0085, 0180, -042,    0083.94, 0171.84, -038.47,    -0.3367, -0.3176, 00.7587,    
 0020.066559, 000394,  0.020, _,    0085, 0174, -042,    0084.17, 0172.86, -039.45,    -0.3380, -0.3232, 00.7531,    
 0020.086548, 000395,  0.020, _,    0085, 0167, -040,    0084.28, 0171.28, -039.56,    -0.3387, -0.3144, 00.7525,    
 0020.106552, 000402,  0.020, _,    0089, 0177, -034,    0085.23, 0172.61, -038.58,    -0.3440, -0.3218, 00.7581,    
 0020.126556, 000402,  0.020, _,    0088, 0176, -038,    0085.94, 0173.44, -038.22,    -0.3480, -0.3265, 00.7601,    
 0020.146561, 000397,  0.020, _,    0080, 0170, -034,    0084.83, 0172.84, -037.58,    -0.3417, -0.3231, 00.7638,    
 0020.166550, 000399,  0.020, _,    0084, 0170, -032,    0084.44, 0172.06, -036.09,    -0.3395, -0.3188, 00.7722,    
 0020.186554, 000394,  0.020, _,    0086, 0177, -034,    0084.95, 0173.02, -035.62,    -0.3424, -0.3241, 00.7749,    
 0020.206558, 000403,  0.020, _,    0086, 0172, -034,    0085.12, 0173.05, -035.12,    -0.3434, -0.3243, 00.7777,    
 0020.226562, 000395,  0.020, _,    0083, 0174, -038,    0084.80, 0173.08, -035.69,    -0.3416, -0.3245, 00.7745,    
 0020.246552, 000396,  0.020, _,    0083, 0171, -035,    0084.25, 0172.83, -035.64,    -0.3385, -0.3231, 00.7748,    
 0020.266556, 000394,  0.020, _,    0090, 0171, -033,    0085.52, 0172.33, -034.97,    -0.3456, -0.3203, 00.7786,    
 0020.286560, 000419,  0.021, _,    0089, 0175, -034,    0086.42, 0172.97, -034.67,    -0.3507, -0.3238, 00.7803,    
 0020.306564, 000410,  0.021, _,    0086, 0170, -034,    0086.31, 0172.31, -034.44,    -0.3501, -0.3202, 00.7816,    
 0020.326553, 000396,  0.020, _,    0091, 0172, -036,    0087.25, 0172.17, -034.67,    -0.3553, -0.3194, 00.7803,    
 0020.346558, 000396,  0.020, _,    0088, 0174, -028,    0087.61, 0172.59, -033.38,    -0.3574, -0.3218, 00.7876,    
 0020.366547, 000395,  0.020, _,    0089, 0172, -034,    0087.78, 0172.45, -033.16,    -0.3583, -0.3210, 00.7889,    
 0020.386551, 000395,  0.020, _,    0089, 0170, -039,    0088.25, 0171.94, -034.61,    -0.3610, -0.3181, 00.7806,    
 0020.406555, 000404,  0.020, _,    0084, 0172, -034,    0087.36, 0171.89, -034.53,    -0.3560, -0.3178, 00.7811,    
 0020.426559, 000397,  0.020, _,    0084, 0172, -032,    0086.61, 0171.92, -033.97,    -0.3517, -0.3180, 00.7843,    
 0020.446548, 000399,  0.020, _,    0086, 0172, -041,    0086.47, 0171.89, -035.31,    -0.3509, -0.3178, 00.7766,    
 0020.466553, 000398,  0.020, _,    0088, 0169, -035,    0086.81, 0171.33, -035.58,    -0.3529, -0.3147, 00.7751,    
 0020.486557, 000398,  0.020, _,    0091, 0170, -039,    0087.75, 0170.89, -036.00,    -0.3581, -0.3122, 00.7727,    
 0020.506561, 000406,  0.020, _,    0089, 0168, -039,    0088.11, 0170.39, -036.98,    -0.3602, -0.3094, 00.7671,    
 0020.526550, 000397,  0.020, _,    0084, 0170, -039,    0087.20, 0170.09, -037.25,    -0.3551, -0.3078, 00.7656,    
 0020.546555, 000396,  0.020, _,    0083, 0171, -035,    0086.25, 0170.38, -037.09,    -0.3497, -0.3094, 00.7665,    
 0020.566559, 000398,  0.020, _,    0091, 0172, -032,    0087.09, 0170.62, -035.81,    -0.3545, -0.3108, 00.7738,    
 0020.586548, 000396,  0.020, _,    0089, 0170, -034,    0087.69, 0170.58, -035.52,    -0.3578, -0.3105, 00.7755,    
 0020.606552, 000408,  0.020, _,    0086, 0175, -039,    0087.22, 0171.34, -036.19,    -0.3552, -0.3148, 00.7717,    
 0020.626556, 000397,  0.020, _,    0086, 0170, -032,    0086.98, 0171.34, -035.52,    -0.3538, -0.3148, 00.7755,    
 0020.646561, 000396,  0.020, _,    0084, 0177, -039,    0086.36, 0172.22, -035.89,    -0.3503, -0.3197, 00.7733,    
 0020.666550, 000393,  0.020, _,    0086, 0177, -036,    0086.27, 0173.62, -036.36,    -0.3498, -0.3275, 00.7707,    
 0020.686554, 000395,  0.020, _,    0082, 0175, -032,    0085.41, 0173.77, -035.12,    -0.3450, -0.3283, 00.7777,    
 0020.706558, 000402,  0.020, _,    0088, 0176, -033,    0085.69, 0174.47, -034.75,    -0.3466, -0.3322, 00.7798,    
