 time,    start,     dur,        perc,  X,    R1,     R2,     R3,     R4,     R5,     R6,        M1,     M2,     M3,     M4,        rMx1, rMy1, rMz1,    rAx1,   rAy1,   rAz1,      rGx1,   rGy1,   rGz1,      rQo1,         rQx1,         rQy1,         rQz1,            aMx1,    aMy1,    aMz1,       aAx1,      aAy1,      aAz1,        aGx1,      aGy1,      aGz1,        nMx1,    nMy1,    nMz1,       nAx1,    nAy1,    nAz1,       nGx1,    nGy1,    nGz1,       bx1,       by1,       bz1,          fx1,     fz1,        Qo1,     Qx1,     Qy1,     Qz1,        dQo1,    dQx1,    dQy1,    dQz1,       Ex1,     Ey1,     Ez1,        dEx1,    dEy1,    dEz1,     
 037.340, 524579419, 007374208,  0.737, _,    0981.0, 2020.9, 1502.7, 0980.0, 1260.9, 1846.7,    1000.0, 1000.0, 1000.0, 1000.0,    -034, 0088, -014,    -00542, 000136, 008237,    000001, 000004, 000004,    001062130507, 000012404210, 000034602741, -00153130913,    -030.80, 0085.25, -011.19,    -00555.86, 000101.36, 008233.70,    -00000.02, 000000.95, 000001.80,     0.3078,  0.1662,  0.9137,     0.0123, -0.0672,  1.0065,    -0.0003,  0.0000, -0.0005,     0.000725,  0.002485, -0.017100,     0.3816,  0.9243,     0.9473, -0.0330,  0.0042, -0.3187,     0.0081,  0.0394, -0.0631, -0.0052,     0.0016,  0.0052, -0.6486,    -0.0010, -0.0025,  0.0166,    
 037.350, 534584377, 007396583,  0.740, _,    0981.0, 2020.9, 1502.7, 0980.0, 1260.9, 1846.7,    1000.0, 1000.0, 1000.0, 1000.0,    -027, 0081, -011,    -00546, 000134, 008199,    000000, 000000, -00008,    001062126591, 000012413872, 000034623773, -00153152537,    -030.27, 0084.50, -011.11,    -00552.88, 000110.59, 008227.47,    -00000.02, 000001.06, -00000.05,     0.3049,  0.1704,  0.9142,     0.0135, -0.0668,  1.0057,    -0.0003,  0.0000,  0.0000,     0.000697,  0.002438, -0.017078,     0.3804,  0.9248,     0.9472, -0.0325,  0.0046, -0.3189,     0.0084,  0.0507,  0.0432, -0.0249,     0.0028,  0.0043, -0.6486,    -0.0010, -0.0024,  0.0171,    
 037.360, 544584877, 007371292,  0.737, _,    0980.8, 2020.9, 1502.7, 0980.1, 1260.9, 1846.7,    1000.0, 1000.0, 1000.0, 1000.0,    -029, 0091, -011,    -00563, 000075, 008240,    -00001, 000003, -00002,    001062125753, 000012412467, 000034629615, -00153157138,    -029.73, 0085.50, -011.23,    -00555.20, 000102.64, 008227.73,    -00000.20, 000001.31, -00000.88,     0.3019,  0.1648,  0.9134,     0.0125, -0.0671,  1.0057,    -0.0003,  0.0001,  0.0002,     0.000732,  0.002389, -0.017073,     0.3759,  0.9267,     0.9472, -0.0327,  0.0053, -0.3189,     0.0025, -0.0230,  0.0711, -0.0004,     0.0035,  0.0054, -0.6490,    -0.0011, -0.0023,  0.0173,    
 037.370, 554586252, 007399542,  0.740, _,    0980.8, 2020.9, 1502.7, 0980.1, 1260.9, 1846.7,    1000.0, 1000.0, 1000.0, 1000.0,    -030, 0085, -012,    -00543, 000097, 008258,    000000, 000003, 000004,    001062126033, 000012398406, 000034656060, -00153150354,    -029.95, 0085.88, -011.39,    -00553.14, 000100.84, 008235.59,    -00000.22, 000001.98, 000000.44,     0.3031,  0.1627,  0.9126,     0.0123, -0.0668,  1.0067,    -0.0005,  0.0001, -0.0001,     0.000738,  0.002449, -0.017072,     0.3773,  0.9261,     0.9472, -0.0331,  0.0046, -0.3188,     0.0043, -0.0312, -0.0699,  0.0094,     0.0026,  0.0066, -0.6491,    -0.0013, -0.0024,  0.0170,    
 037.380, 564574627, 007368458,  0.737, _,    0980.8, 2020.9, 1502.7, 0980.1, 1260.9, 1846.7,    1000.0, 1000.0, 1000.0, 1000.0,    -036, 0091, -006,    -00565, 000086, 008217,    000003, 000001, -00003,    001062123582, 000012404845, 000034668343, -00153164047,    -031.03, 0086.45, -010.36,    -00554.75, 000097.78, 008231.45,    000000.50, 000001.62, -00000.28,     0.3092,  0.1595,  0.9184,     0.0119, -0.0670,  1.0062,    -0.0004, -0.0001,  0.0001,     0.000790,  0.002470, -0.017092,     0.3767,  0.9263,     0.9473, -0.0338,  0.0046, -0.3184,    -0.0022, -0.0709, -0.0044,  0.0362,     0.0024,  0.0051, -0.6488,    -0.0012, -0.0026,  0.0172,    
 037.390, 574576419, 007398208,  0.740, _,    0981.0, 2020.9, 1502.7, 0980.0, 1260.9, 1846.7,    1000.0, 1000.0, 1000.0, 1000.0,    -033, 0085, -012,    -00538, 000117, 008212,    000000, -00003, -00005,    001062120233, 000012413886, 000034668998, -00153186394,    -031.73, 0086.67, -010.38,    -00552.33, 000100.86, 008226.88,    000000.50, 000000.80, -00001.30,     0.3131,  0.1583,  0.9183,     0.0123, -0.0667,  1.0056,    -0.0002, -0.0001,  0.0003,     0.000816,  0.002519, -0.017113,     0.3792,  0.9253,     0.9474, -0.0343,  0.0041, -0.3181,    -0.0019, -0.0514, -0.0474,  0.0393,     0.0011,  0.0046, -0.6481,    -0.0010, -0.0027,  0.0175,    
 037.400, 584577669, 007395625,  0.740, _,    0981.0, 2020.9, 1502.7, 0980.0, 1260.9, 1846.7,    1000.0, 1000.0, 1000.0, 1000.0,    -028, 0082, -010,    -00527, 000106, 008239,    -00002, -00002, 000006,    001062123903, 000012403676, 000034678455, -00153159629,    -030.75, 0085.17, -010.58,    -00545.95, 000103.06, 008229.06,    -00000.09, -00000.05, 000000.03,     0.3076,  0.1666,  0.9172,     0.0126, -0.0660,  1.0059,     0.0000,  0.0000, -0.0000,     0.000767,  0.002488, -0.017100,     0.3798,  0.9251,     0.9474, -0.0336,  0.0043, -0.3182,     0.0058,  0.0704,  0.0162, -0.0108,     0.0004,  0.0034, -0.6473,    -0.0008, -0.0025,  0.0171,    
 037.410, 594576752, 007390833,  0.739, _,    0981.0, 2020.9, 1502.7, 0980.0, 1260.9, 1846.5,    1000.0, 1000.0, 1000.0, 1000.0,    -029, 0086, -011,    -00571, 000094, 008253,    000002, -00002, 000000,    001062126521, 000012397556, 000034678409, -00153141976,    -030.41, 0085.56, -010.47,    -00550.84, 000100.17, 008235.23,    000000.30, -00000.36, 000000.41,     0.3057,  0.1645,  0.9178,     0.0122, -0.0666,  1.0066,     0.0001, -0.0001, -0.0001,     0.000764,  0.002428, -0.017093,     0.3770,  0.9262,     0.9474, -0.0333,  0.0049, -0.3182,     0.0029,  0.0263,  0.0688, -0.0035,     0.0017,  0.0041, -0.6475,    -0.0007, -0.0025,  0.0170,    
 037.420, 604578377, 007377042,  0.738, _,    0981.0, 2020.9, 1502.7, 0980.0, 1260.9, 1846.7,    1000.0, 1000.0, 1000.0, 1000.0,    -030, 0082, -015,    -00531, 000080, 008270,    000004, 000004, 000000,    001062126216, 000012409355, 000034697039, -00153138922,    -030.27, 0084.73, -011.67,    -00547.66, 000096.81, 008242.55,    000001.17, 000000.39, -00000.02,     0.3049,  0.1691,  0.9110,     0.0118, -0.0662,  1.0075,    -0.0001, -0.0003,  0.0000,     0.000707,  0.002437, -0.017078,     0.3823,  0.9240,     0.9474, -0.0327,  0.0046, -0.3183,     0.0084,  0.0629, -0.0349, -0.0133,     0.0017,  0.0056, -0.6476,    -0.0008, -0.0027,  0.0171,    
 037.430, 614581544, 007413083,  0.741, _,    0980.8, 2020.9, 1502.7, 0980.1, 1260.9, 1846.7,    1000.0, 1000.0, 1000.0, 1000.0,    -033, 0085, -012,    -00571, 000111, 008203,    000002, 000004, -00003,    001062125097, 000012413767, 000034732624, -00153138256,    -030.86, 0084.81, -011.77,    -00550.70, 000098.77, 008235.59,    000001.39, 000001.41, -00000.45,     0.3082,  0.1686,  0.9104,     0.0120, -0.0665,  1.0067,    -0.0004, -0.0004,  0.0001,     0.000660,  0.002426, -0.017047,     0.3835,  0.9235,     0.9473, -0.0321,  0.0045, -0.3186,     0.0158,  0.0577, -0.0083, -0.0371,     0.0032,  0.0053, -0.6478,    -0.0010, -0.0028,  0.0172,    
 037.440, 624584210, 007464625,  0.746, _,    0980.8, 2020.9, 1502.7, 0980.1, 1260.9, 1846.7,    1000.0, 1000.0, 1000.0, 1000.0,    -030, 0089, -022,    -00552, 000117, 008282,    000000, 000002, 000004,    001062125815, 000012410308, 000034741071, -00153131643,    -030.73, 0085.73, -013.88,    -00552.75, 000104.00, 008242.41,    000001.11, 000001.42, 000000.11,     0.3075,  0.1635,  0.8984,     0.0127, -0.0668,  1.0075,    -0.0004, -0.0003, -0.0000,     0.000711,  0.002456, -0.017060,     0.3838,  0.9234,     0.9474, -0.0328,  0.0044, -0.3183,     0.0002, -0.0725, -0.0156,  0.0272,     0.0043,  0.0055, -0.6485,    -0.0011, -0.0028,  0.0170,    
 037.450, 634587377, 007447250,  0.745, _,    0980.8, 2020.9, 1502.7, 0980.1, 1260.9, 1846.7,    1000.0, 1000.0, 1000.0, 1000.0,    -030, 0085, -012,    -00549, 000113, 008196,    000002, 000000, -00005,    001062124687, 000012417860, 000034737997, -00153139547,    -030.55, 0085.73, -013.88,    -00550.44, 000105.33, 008237.14,    000001.28, 000001.25, -00000.48,     0.3064,  0.1635,  0.8984,     0.0128, -0.0665,  1.0069,    -0.0003, -0.0003,  0.0001,     0.000768,  0.002467, -0.017074,     0.3832,  0.9237,     0.9475, -0.0336,  0.0044, -0.3181,    -0.0008, -0.0730,  0.0097,  0.0280,     0.0030,  0.0048, -0.6479,    -0.0011, -0.0028,  0.0172,    
 037.460, 644594044, 007377000,  0.738, _,    0981.0, 2020.9, 1502.7, 0980.0, 1260.9, 1846.7,    1000.0, 1000.0, 1000.0, 1000.0,    -028, 0092, -008,    -00549, 000105, 008184,    000001, 000001, 000001,    001062124570, 000012419204, 000034744428, -00153138791,    -030.06, 0086.84, -012.28,    -00551.38, 000105.81, 008221.52,    000001.31, 000001.05, -00000.77,     0.3037,  0.1573,  0.9075,     0.0129, -0.0666,  1.0050,    -0.0003, -0.0003,  0.0002,     0.000816,  0.002432, -0.017085,     0.3754,  0.9269,     0.9475, -0.0340,  0.0050, -0.3179,    -0.0028, -0.0433,  0.0599,  0.0224,     0.0016,  0.0045, -0.6474,    -0.0011, -0.0028,  0.0173,    
 037.470, 654575502, 007362875,  0.736, _,    0981.0, 2020.9, 1502.7, 0980.0, 1260.9, 1846.5,    1000.0, 1000.0, 1000.0, 1000.0,    -031, 0088, -009,    -00543, 000086, 008206,    -00003, -00003, -00004,    001062123949, 000012415288, 000034744007, -00153143511,    -030.16, 0087.48, -011.72,    -00548.75, 000100.88, 008220.17,    000000.39, 000000.31, -00000.91,     0.3042,  0.1537,  0.9107,     0.0123, -0.0663,  1.0048,    -0.0001, -0.0001,  0.0002,     0.000859,  0.002462, -0.017112,     0.3740,  0.9274,     0.9476, -0.0346,  0.0049, -0.3175,    -0.0063, -0.0624, -0.0179,  0.0475,     0.0004,  0.0054, -0.6470,    -0.0009, -0.0026,  0.0174,    
 037.480, 664576460, 007399667,  0.740, _,    0981.0, 2020.9, 1502.7, 0980.0, 1260.9, 1846.5,    1000.0, 1000.0, 1000.0, 1000.0,    -034, 0081, -014,    -00562, 000104, 008191,    -00002, -00002, 000002,    001062125836, 000012413897, 000034752149, -00153128692,    -031.08, 0085.89, -012.02,    -00551.69, 000101.64, 008212.06,    -00000.22, -00000.42, -00000.78,     0.3094,  0.1626,  0.9090,     0.0124, -0.0667,  1.0039,     0.0001,  0.0001,  0.0002,     0.000813,  0.002502, -0.017108,     0.3832,  0.9237,     0.9477, -0.0343,  0.0042, -0.3174,     0.0053,  0.0372, -0.0660,  0.0051,    -0.0007,  0.0047, -0.6461,    -0.0007, -0.0024,  0.0173,    
