 time,    start,     dur,        perc,  X,    R1,     R2,     R3,     R4,     R5,     R6,        M1,     M2,     M3,     M4,        rMx1, rMy1, rMz1,    rAx1,   rAy1,   rAz1,      rGx1,   rGy1,   rGz1,      rQo1,         rQx1,         rQy1,         rQz1,            aMx1,     aMy1,     aMz1,        aAx1,     aAy1,     aAz1,        aGx1,     aGy1,     aGz1,        nMx1,    nMy1,    nMz1,       nAx1,    nAy1,    nAz1,       nGx1,    nGy1,    nGz1,       bx1,       by1,       bz1,          fx1,     fz1,        Qo1,     Qx1,     Qy1,     Qz1,        dQo1,    dQx1,    dQy1,    dQz1,       Ex1,     Ey1,     Ez1,        dEx1,    dEy1,    dEz1,     
 032.830, 707880608, 007457709,  0.746, _,    0981.8, 2020.9, 1502.7, 0980.1, 1260.9, 1846.7,    1000.0, 1000.0, 1000.0, 1000.0,    -031, 0079, -016,    -00519, 000091, 008232,    000000, 000000, 000005,    001066608348, 000011464553, 000035095831, -00117919392,      -28.91,    81.16,   -11.92,     -544.73,   105.19,  8228.09,       -0.16,    -0.39,     1.14,     0.2972,  0.1891,  0.9095,     0.0128, -0.0658,  1.0058,     0.0001,  0.0000, -0.0003,     0.000868,  0.002276, -0.012212,     0.3892,  0.9212,     0.9329, -0.0337,  0.0054, -0.3585,     0.0010, -0.0116, -0.0733,  0.0235,     0.0010,  0.0049, -0.7338,    -0.0008, -0.0022,  0.0119,    
 032.840, 716937233, 007377375,  0.738, _,    0981.8, 2020.9, 1502.7, 0980.1, 1260.9, 1846.7,    1000.0, 1000.0, 1000.0, 1000.0,    -020, 0086, -009,    -00557, 000126, 008189,    000000, 000001, 000003,    001066610295, 000011467128, 000035085078, -00117904731,      -26.64,    81.81,   -11.58,     -545.47,   107.72,  8221.69,       -0.33,    -0.22,     1.48,     0.2845,  0.1854,  0.9115,     0.0131, -0.0659,  1.0050,     0.0001,  0.0001, -0.0004,     0.000901,  0.002225, -0.012215,     0.3769,  0.9263,     0.9329, -0.0338,  0.0062, -0.3584,    -0.0027, -0.0155,  0.0733,  0.0084,     0.0013,  0.0035, -0.7333,    -0.0008, -0.0021,  0.0118,    
 032.850, 725855983, 007403625,  0.740, _,    0981.9, 2020.9, 1502.7, 0980.0, 1260.9, 1846.7,    1000.0, 1000.0, 1000.0, 1000.0,    -022, 0077, -009,    -00563, 000118, 008203,    -00002, -00004, -00001,    001066610149, 000011462513, 000035085336, -00117906416,      -25.67,    81.23,   -10.72,     -550.72,   111.78,  8215.17,       -0.55,    -0.84,     1.06,     0.2791,  0.1886,  0.9164,     0.0136, -0.0666,  1.0042,     0.0002,  0.0001, -0.0003,     0.000861,  0.002184, -0.012196,     0.3752,  0.9270,     0.9329, -0.0332,  0.0065, -0.3586,     0.0060,  0.0630,  0.0286, -0.0225,     0.0004,  0.0047, -0.7332,    -0.0006, -0.0020,  0.0119,    
 032.860, 734917233, 007433834,  0.743, _,    0981.9, 2020.9, 1502.7, 0980.0, 1260.9, 1846.7,    1000.0, 1000.0, 1000.0, 1000.0,    -021, 0087, -010,    -00563, 000087, 008231,    -00001, -00002, 000001,    001066610021, 000011455861, 000035095717, -00117905132,      -24.55,    81.86,   -10.70,     -552.33,   105.27,  8219.39,       -0.83,    -1.33,     0.92,     0.2727,  0.1851,  0.9165,     0.0128, -0.0667,  1.0047,     0.0004,  0.0002, -0.0002,     0.000856,  0.002126, -0.012182,     0.3689,  0.9295,     0.9328, -0.0329,  0.0071, -0.3587,     0.0034,  0.0307,  0.0645, -0.0166,     0.0014,  0.0057, -0.7336,    -0.0005, -0.0019,  0.0119,    
 032.870, 744495275, 007330000,  0.733, _,    0981.8, 2020.9, 1502.7, 0980.0, 1260.9, 1846.7,    1000.0, 1000.0, 1000.0, 1000.0,    -025, 0081, -014,    -00526, 000129, 008217,    000000, 000000, 000002,    001066611194, 000011439722, 000035086912, -00117898709,      -24.59,    82.38,   -11.27,     -548.06,   110.11,  8218.59,       -0.55,    -0.95,     1.28,     0.2730,  0.1823,  0.9133,     0.0134, -0.0662,  1.0046,     0.0003,  0.0001, -0.0003,     0.000803,  0.002140, -0.012159,     0.3692,  0.9294,     0.9328, -0.0323,  0.0067, -0.3589,     0.0073,  0.0547, -0.0412, -0.0258,     0.0016,  0.0071, -0.7339,    -0.0005, -0.0020,  0.0118,    
 032.880, 754467442, 007436458,  0.744, _,    0981.8, 2020.8, 1502.7, 0980.0, 1260.9, 1846.7,    1000.0, 1000.0, 1000.0, 1000.0,    -028, 0080, -010,    -00561, 000113, 008207,    -00001, -00003, -00004,    001066610826, 000011449255, 000035068805, -00117906500,      -25.19,    81.36,   -11.25,     -548.64,   111.39,  8216.66,       -0.73,    -1.44,     0.22,     0.2763,  0.1879,  0.9134,     0.0136, -0.0663,  1.0044,     0.0004,  0.0002, -0.0001,     0.000754,  0.002167, -0.012142,     0.3738,  0.9275,     0.9327, -0.0319,  0.0061, -0.3591,     0.0095,  0.0443, -0.0559, -0.0189,     0.0029,  0.0067, -0.7343,    -0.0004, -0.0020,  0.0121,    
 032.890, 764466442, 007396125,  0.740, _,    0981.8, 2020.8, 1502.7, 0980.1, 1260.9, 1846.7,    1000.0, 1000.0, 1000.0, 1000.0,    -028, 0078, -010,    -00536, 000109, 008216,    -00002, 000001, -00002,    001066608852, 000011443337, 000035086693, -00117919614,      -25.88,    81.12,   -10.77,     -548.08,   110.39,  8215.75,       -0.91,    -0.95,    -0.38,     0.2802,  0.1892,  0.9161,     0.0134, -0.0662,  1.0043,     0.0003,  0.0002,  0.0001,     0.000727,  0.002200, -0.012106,     0.3749,  0.9271,     0.9326, -0.0317,  0.0056, -0.3594,     0.0163,  0.0144, -0.0514, -0.0463,     0.0041,  0.0060, -0.7346,    -0.0005, -0.0020,  0.0122,    
 032.900, 774465900, 007389542,  0.739, _,    0981.8, 2020.9, 1502.7, 0980.1, 1260.9, 1846.7,    1000.0, 1000.0, 1000.0, 1000.0,    -025, 0086, -014,    -00558, 000101, 008250,    -00002, -00003, -00001,    001066606787, 000011438967, 000035077301, -00117941505,      -25.70,    81.64,   -11.58,     -547.98,   108.70,  8223.91,       -1.22,    -1.27,    -0.47,     0.2792,  0.1864,  0.9115,     0.0132, -0.0662,  1.0053,     0.0003,  0.0003,  0.0001,     0.000784,  0.002178, -0.012102,     0.3730,  0.9278,     0.9326, -0.0323,  0.0061, -0.3594,     0.0024, -0.0568,  0.0495, -0.0001,     0.0048,  0.0051, -0.7353,    -0.0004, -0.0019,  0.0122,    
 032.910, 784470525, 007387042,  0.739, _,    0981.8, 2020.9, 1502.7, 0980.1, 1260.9, 1846.7,    1000.0, 1000.0, 1000.0, 1000.0,    -025, 0081, -006,    -00544, 000113, 008213,    -00001, -00003, 000003,    001066610671, 000011435993, 000035057490, -00117912558,      -25.55,    82.05,   -10.47,     -549.14,   108.91,  8222.16,       -1.12,    -1.80,     0.20,     0.2784,  0.1841,  0.9178,     0.0133, -0.0664,  1.0051,     0.0005,  0.0003, -0.0001,     0.000838,  0.002152, -0.012099,     0.3702,  0.9289,     0.9326, -0.0328,  0.0067, -0.3594,    -0.0003, -0.0522,  0.0542,  0.0010,     0.0034,  0.0056, -0.7353,    -0.0004, -0.0019,  0.0120,    
 032.920, 794471275, 007384542,  0.738, _,    0981.9, 2020.9, 1502.7, 0980.0, 1260.9, 1846.7,    1000.0, 1000.0, 1000.0, 1000.0,    -022, 0084, -009,    -00534, 000118, 008246,    000002, -00002, -00003,    001066609759, 000011456517, 000035050250, -00117920969,      -24.80,    81.97,    -9.94,     -544.06,   111.55,  8225.75,       -0.50,    -1.75,    -0.30,     0.2741,  0.1845,  0.9208,     0.0136, -0.0657,  1.0055,     0.0005,  0.0001,  0.0001,     0.000800,  0.002114, -0.012074,     0.3681,  0.9298,     0.9325, -0.0322,  0.0069, -0.3597,     0.0059,  0.0602,  0.0257, -0.0307,     0.0020,  0.0063, -0.7353,    -0.0003, -0.0020,  0.0122,    
