timeG, dur, perc, X, rGx1, rGy1, rGz1, 
 0002.810547, 000975,  0.975, _,    -00037, 000074, -00031,    
 0002.812500, 000976,  0.976, _,    -00032, 000081, -00028,    
 0002.812500, 000976,  0.976, _,    -00031, 000079, -00024,    
 0002.814453, 000974,  0.974, _,    -00034, 000076, -00025,    
 0002.814453, 000976,  0.976, _,    -00037, 000068, -00028,    
 0002.816406, 000975,  0.975, _,    -00035, 000067, -00032,    
 0002.816406, 000975,  0.975, _,    -00032, 000071, -00035,    
 0002.818359, 000975,  0.975, _,    -00029, 000075, -00036,    
 0002.818359, 000977,  0.977, _,    -00033, 000076, -00039,    
 0002.820312, 000976,  0.976, _,    -00039, 000072, -00037,    
 0002.820312, 000976,  0.976, _,    -00039, 000070, -00035,    
 0002.822266, 000975,  0.975, _,    -00034, 000072, -00034,    
 0002.822266, 000976,  0.976, _,    -00029, 000076, -00031,    
 0002.824219, 000976,  0.976, _,    -00027, 000076, -00028,    
 0002.826172, 000975,  0.975, _,    -00028, 000073, -00028,    
 0002.826172, 000975,  0.975, _,    -00032, 000073, -00034,    
 0002.828125, 000976,  0.976, _,    -00039, 000076, -00038,    
 0002.828125, 000976,  0.976, _,    -00041, 000078, -00035,    
 0002.830078, 000978,  0.978, _,    -00039, 000075, -00035,    
 0002.830078, 000977,  0.977, _,    -00036, 000075, -00035,    
 0002.832031, 000975,  0.975, _,    -00035, 000079, -00031,    
 0002.832031, 000975,  0.975, _,    -00036, 000082, -00033,    
 0002.833984, 000974,  0.974, _,    -00036, 000080, -00034,    
 0002.833984, 000976,  0.976, _,    -00037, 000075, -00038,    
 0002.835938, 000976,  0.976, _,    -00034, 000074, -00042,    
 0002.835938, 000975,  0.975, _,    -00031, 000075, -00041,    
 0002.837891, 000976,  0.976, _,    -00032, 000076, -00036,    
 0002.837891, 000975,  0.975, _,    -00031, 000081, -00032,    
 0002.839844, 000978,  0.978, _,    -00034, 000086, -00029,    
 0002.839844, 000977,  0.977, _,    -00035, 000086, -00027,    
 0002.841797, 000976,  0.976, _,    -00035, 000079, -00032,    
 0002.841797, 000978,  0.978, _,    -00036, 000075, -00037,    
 0002.843750, 000976,  0.976, _,    -00037, 000077, -00034,    
 0002.843750, 000978,  0.978, _,    -00036, 000078, -00031,    
 0002.845703, 000977,  0.977, _,    -00033, 000077, -00033,    
 0002.845703, 000977,  0.977, _,    -00031, 000078, -00034,    
 0002.847656, 000977,  0.977, _,    -00032, 000077, -00033,    
 0002.847656, 000977,  0.977, _,    -00036, 000075, -00028,    
 0002.849609, 000980,  0.980, _,    -00037, 000075, -00028,    
 0002.849609, 000976,  0.976, _,    -00035, 000075, -00031,    
 0002.851562, 000977,  0.977, _,    -00037, 000082, -00029,    
 0002.851562, 000979,  0.979, _,    -00039, 000084, -00030,    
 0002.853516, 000976,  0.976, _,    -00040, 000077, -00030,    
 0002.853516, 000977,  0.977, _,    -00037, 000074, -00033,    
 0002.855469, 000979,  0.979, _,    -00032, 000071, -00038,    
 0002.855469, 000976,  0.976, _,    -00028, 000073, -00038,    
 0002.857422, 000977,  0.977, _,    -00030, 000076, -00036,    
 0002.857422, 000979,  0.979, _,    -00028, 000077, -00036,    
 0002.859375, 000979,  0.979, _,    -00024, 000073, -00034,    
 0002.859375, 000976,  0.976, _,    -00028, 000072, -00028,    
 0002.861328, 000977,  0.977, _,    -00039, 000070, -00027,    
 0002.861328, 000977,  0.977, _,    -00042, 000070, -00028,    
 0002.863281, 000977,  0.977, _,    -00037, 000074, -00030,    
 0002.863281, 000986,  0.986, _,    -00033, 000080, -00031,    
 0002.865234, 000978,  0.978, _,    -00034, 000085, -00031,    
 0002.867188, 000978,  0.978, _,    -00036, 000088, -00036,    
 0002.867188, 000979,  0.979, _,    -00035, 000089, -00034,    
 0002.869141, 000976,  0.976, _,    -00033, 000084, -00030,    
 0002.869141, 000976,  0.976, _,    -00033, 000077, -00030,    
 0002.871094, 000978,  0.978, _,    -00035, 000072, -00029,    
 0002.871094, 000976,  0.976, _,    -00035, 000071, -00029,    
 0002.873047, 000978,  0.978, _,    -00037, 000077, -00034,    
 0002.873047, 000977,  0.977, _,    -00041, 000084, -00035,    
 0002.875000, 000977,  0.977, _,    -00040, 000081, -00031,    
 0002.875000, 000976,  0.976, _,    -00033, 000074, -00031,    
 0002.876953, 000976,  0.976, _,    -00028, 000075, -00031,    
 0002.876953, 000976,  0.976, _,    -00031, 000078, -00032,    
 0002.878906, 000976,  0.976, _,    -00038, 000081, -00038,    
 0002.878906, 000977,  0.977, _,    -00037, 000083, -00042,    
 0002.880859, 000977,  0.977, _,    -00032, 000083, -00040,    
 0002.880859, 000976,  0.976, _,    -00031, 000081, -00036,    
 0002.882812, 000976,  0.976, _,    -00039, 000082, -00029,    
 0002.882812, 000976,  0.976, _,    -00040, 000082, -00030,    
 0002.884766, 000976,  0.976, _,    -00036, 000083, -00037,    
 0002.884766, 000975,  0.975, _,    -00033, 000083, -00039,    
 0002.886719, 000976,  0.976, _,    -00033, 000080, -00037,    
 0002.886719, 000976,  0.976, _,    -00035, 000078, -00034,    
 0002.888672, 000976,  0.976, _,    -00038, 000075, -00036,    
 0002.888672, 000978,  0.978, _,    -00036, 000070, -00038,    
 0002.890625, 000977,  0.977, _,    -00034, 000069, -00037,    
 0002.890625, 000976,  0.976, _,    -00038, 000072, -00038,    
 0002.892578, 000978,  0.978, _,    -00040, 000077, -00038,    
 0002.892578, 000976,  0.976, _,    -00037, 000077, -00038,    
 0002.894531, 000976,  0.976, _,    -00036, 000072, -00040,    
 0002.894531, 000976,  0.976, _,    -00035, 000070, -00039,    
 0002.896484, 000975,  0.975, _,    -00035, 000070, -00033,    
 0002.896484, 000976,  0.976, _,    -00033, 000070, -00030,    
 0002.898438, 000976,  0.976, _,    -00031, 000072, -00032,    
 0002.898438, 000978,  0.978, _,    -00035, 000070, -00036,    
 0002.900391, 000976,  0.976, _,    -00036, 000069, -00040,    
 0002.900391, 000977,  0.977, _,    -00036, 000073, -00041,    
 0002.902344, 000976,  0.976, _,    -00039, 000075, -00034,    
 0002.902344, 000975,  0.975, _,    -00042, 000075, -00028,    
 0002.904297, 000976,  0.976, _,    -00039, 000076, -00029,    
 0002.904297, 000976,  0.976, _,    -00032, 000076, -00034,    
 0002.906250, 000976,  0.976, _,    -00030, 000074, -00033,    
 0002.906250, 000975,  0.975, _,    -00034, 000074, -00032,    
 0002.908203, 000976,  0.976, _,    -00041, 000076, -00034,    
 0002.910156, 000977,  0.977, _,    -00046, 000078, -00031,    
 0002.910156, 000978,  0.978, _,    -00046, 000078, -00030,    
 0002.912109, 000975,  0.975, _,    -00041, 000079, -00033,    
 0002.912109, 000977,  0.977, _,    -00038, 000074, -00035,    
 0002.914062, 000977,  0.977, _,    -00035, 000069, -00032,    
 0002.914062, 000977,  0.977, _,    -00031, 000073, -00028,    
 0002.916016, 000978,  0.978, _,    -00030, 000079, -00028,    
 0002.916016, 000977,  0.977, _,    -00031, 000080, -00031,    
 0002.917969, 000978,  0.978, _,    -00036, 000077, -00031,    
 0002.917969, 000978,  0.978, _,    -00041, 000075, -00033,    
 0002.919922, 000980,  0.980, _,    -00042, 000076, -00036,    
 0002.919922, 000976,  0.976, _,    -00044, 000075, -00034,    
 0002.921875, 000977,  0.977, _,    -00045, 000072, -00031,    
 0002.921875, 000977,  0.977, _,    -00045, 000072, -00033,    
 0002.923828, 000976,  0.976, _,    -00049, 000073, -00033,    
 0002.923828, 000978,  0.978, _,    -00045, 000070, -00031,    
 0002.925781, 000977,  0.977, _,    -00035, 000071, -00024,    
 0002.925781, 000978,  0.978, _,    -00030, 000077, -00031,    
 0002.927734, 000978,  0.978, _,    -00031, 000077, -00038,    
 0002.927734, 000988,  0.988, _,    -00027, 000079, -00037,    
 0002.929688, 000981,  0.981, _,    -00029, 000081, -00032,    
 0002.929688, 000980,  0.980, _,    -00035, 000081, -00031,    
 0002.931641, 000979,  0.979, _,    -00037, 000081, -00031,    
 0002.931641, 000980,  0.980, _,    -00035, 000079, -00030,    
 0002.933594, 000978,  0.978, _,    -00033, 000074, -00030,    
 0002.933594, 000978,  0.978, _,    -00034, 000072, -00030,    
 0002.935547, 000977,  0.977, _,    -00036, 000073, -00032,    
 0002.935547, 000976,  0.976, _,    -00034, 000075, -00031,    
 0002.937500, 000976,  0.976, _,    -00029, 000076, -00030,    
 0002.937500, 000975,  0.975, _,    -00030, 000078, -00034,    
 0002.939453, 000978,  0.978, _,    -00040, 000079, -00040,    
 0002.939453, 000977,  0.977, _,    -00043, 000079, -00043,    
 0002.941406, 000975,  0.975, _,    -00039, 000076, -00040,    
 0002.941406, 000976,  0.976, _,    -00033, 000070, -00034,    
 0002.943359, 000975,  0.975, _,    -00029, 000067, -00032,    
 0002.943359, 000976,  0.976, _,    -00028, 000067, -00033,    
 0002.945312, 000976,  0.976, _,    -00030, 000068, -00037,    
 0002.945312, 000976,  0.976, _,    -00032, 000070, -00039,    
 0002.947266, 000976,  0.976, _,    -00032, 000076, -00034,    
 0002.947266, 000976,  0.976, _,    -00030, 000077, -00033,    
 0002.949219, 000978,  0.978, _,    -00029, 000075, -00036,    
 0002.951172, 000977,  0.977, _,    -00030, 000073, -00036,    
 0002.951172, 000977,  0.977, _,    -00029, 000073, -00038,    
 0002.953125, 000975,  0.975, _,    -00025, 000077, -00039,    
 0002.953125, 000975,  0.975, _,    -00025, 000078, -00039,    
 0002.955078, 000975,  0.975, _,    -00032, 000073, -00037,    
 0002.955078, 000976,  0.976, _,    -00041, 000072, -00038,    
 0002.957031, 000976,  0.976, _,    -00041, 000078, -00038,    
 0002.957031, 000975,  0.975, _,    -00038, 000081, -00034,    
 0002.958984, 000976,  0.976, _,    -00039, 000078, -00032,    
 0002.958984, 000978,  0.978, _,    -00042, 000077, -00034,    
 0002.960938, 000976,  0.976, _,    -00038, 000073, -00040,    
 0002.960938, 000976,  0.976, _,    -00031, 000072, -00041,    
 0002.962891, 000975,  0.975, _,    -00030, 000073, -00038,    
 0002.962891, 000976,  0.976, _,    -00031, 000076, -00033,    
 0002.964844, 000977,  0.977, _,    -00034, 000082, -00034,    
 0002.964844, 000976,  0.976, _,    -00037, 000083, -00031,    
 0002.966797, 000975,  0.975, _,    -00036, 000079, -00024,    
 0002.966797, 000975,  0.975, _,    -00035, 000077, -00022,    
 0002.968750, 000976,  0.976, _,    -00036, 000077, -00026,    
 0002.968750, 000978,  0.978, _,    -00036, 000082, -00029,    
 0002.970703, 000976,  0.976, _,    -00035, 000086, -00029,    
 0002.970703, 000976,  0.976, _,    -00037, 000083, -00032,    
 0002.972656, 000977,  0.977, _,    -00036, 000077, -00035,    
 0002.972656, 000975,  0.975, _,    -00036, 000075, -00033,    
 0002.974609, 000977,  0.977, _,    -00038, 000077, -00029,    
 0002.974609, 000977,  0.977, _,    -00037, 000078, -00025,    
 0002.976562, 000977,  0.977, _,    -00034, 000079, -00029,    
 0002.976562, 000977,  0.977, _,    -00033, 000083, -00035,    
 0002.978516, 000976,  0.976, _,    -00030, 000082, -00034,    
 0002.978516, 000979,  0.979, _,    -00027, 000077, -00036,    
 0002.980469, 000978,  0.978, _,    -00029, 000075, -00039,    
 0002.980469, 000975,  0.975, _,    -00034, 000072, -00039,    
 0002.982422, 000975,  0.975, _,    -00038, 000072, -00043,    
 0002.982422, 000975,  0.975, _,    -00039, 000073, -00039,    
 0002.984375, 000976,  0.976, _,    -00040, 000072, -00030,    
 0002.984375, 000977,  0.977, _,    -00039, 000073, -00027,    
 0002.986328, 000976,  0.976, _,    -00040, 000080, -00028,    
 0002.986328, 000975,  0.975, _,    -00041, 000081, -00032,    
 0002.988281, 000978,  0.978, _,    -00036, 000078, -00035,    
 0002.988281, 000980,  0.980, _,    -00032, 000071, -00035,    
 0002.990234, 000979,  0.979, _,    -00029, 000068, -00033,    
 0002.990234, 000976,  0.976, _,    -00033, 000068, -00035,    
 0002.992188, 000986,  0.986, _,    -00038, 000070, -00039,    
 0002.994141, 000978,  0.978, _,    -00040, 000072, -00039,    
 0002.994141, 000977,  0.977, _,    -00039, 000073, -00033,    
 0002.996094, 000977,  0.977, _,    -00034, 000074, -00030,    
 0002.996094, 000979,  0.979, _,    -00031, 000074, -00031,    
 0002.998047, 000977,  0.977, _,    -00034, 000075, -00029,    
 0002.998047, 000976,  0.976, _,    -00039, 000075, -00029,    
 0003.000000, 000980,  0.980, _,    -00037, 000075, -00032,    
 0003.000000, 000979,  0.979, _,    -00031, 000075, -00032,    
 0003.001953, 000977,  0.977, _,    -00029, 000075, -00031,    
 0003.001953, 000975,  0.975, _,    -00030, 000074, -00033,    
 0003.003906, 000977,  0.977, _,    -00034, 000072, -00032,    
 0003.003906, 000975,  0.975, _,    -00037, 000076, -00033,    
 0003.005859, 000978,  0.978, _,    -00033, 000081, -00033,    
 0003.005859, 000976,  0.976, _,    -00036, 000083, -00034,    
 0003.007812, 000975,  0.975, _,    -00044, 000082, -00038,    
 0003.007812, 000976,  0.976, _,    -00045, 000081, -00037,    
 0003.009766, 000978,  0.978, _,    -00037, 000079, -00029,    
 0003.009766, 000977,  0.977, _,    -00031, 000080, -00027,    
 0003.011719, 000977,  0.977, _,    -00033, 000083, -00028,    
 0003.011719, 000975,  0.975, _,    -00043, 000083, -00026,    
 0003.013672, 000976,  0.976, _,    -00045, 000080, -00028,    
 0003.013672, 000976,  0.976, _,    -00039, 000074, -00031,    
 0003.015625, 000976,  0.976, _,    -00032, 000074, -00029,    
 0003.015625, 000975,  0.975, _,    -00030, 000083, -00026,    
 0003.017578, 000976,  0.976, _,    -00033, 000085, -00027,    
 0003.017578, 000978,  0.978, _,    -00034, 000080, -00030,    
 0003.019531, 000979,  0.979, _,    -00037, 000074, -00034,    
 0003.019531, 000977,  0.977, _,    -00035, 000072, -00034,    
 0003.021484, 000975,  0.975, _,    -00035, 000075, -00032,    
 0003.021484, 000977,  0.977, _,    -00033, 000078, -00030,    
 0003.023438, 000975,  0.975, _,    -00034, 000081, -00033,    
 0003.023438, 000976,  0.976, _,    -00036, 000082, -00036,    
 0003.025391, 000976,  0.976, _,    -00039, 000078, -00035,    
 0003.025391, 000977,  0.977, _,    -00042, 000073, -00032,    
 0003.027344, 000976,  0.976, _,    -00040, 000076, -00031,    
 0003.027344, 000975,  0.975, _,    -00036, 000078, -00025,    
 0003.029297, 000978,  0.978, _,    -00037, 000076, -00025,    
 0003.029297, 000979,  0.979, _,    -00036, 000076, -00031,    
 0003.031250, 000976,  0.976, _,    -00034, 000077, -00034,    
 0003.031250, 000977,  0.977, _,    -00032, 000073, -00036,    
 0003.033203, 000976,  0.976, _,    -00032, 000068, -00035,    
 0003.035156, 000976,  0.976, _,    -00030, 000072, -00036,    
 0003.035156, 000975,  0.975, _,    -00027, 000074, -00041,    
 0003.037109, 000977,  0.977, _,    -00028, 000076, -00041,    
 0003.037109, 000975,  0.975, _,    -00030, 000073, -00035,    
 0003.039062, 000976,  0.976, _,    -00031, 000071, -00030,    
 0003.039062, 000978,  0.978, _,    -00034, 000074, -00030,    
 0003.041016, 000976,  0.976, _,    -00035, 000079, -00030,    
 0003.041016, 000977,  0.977, _,    -00035, 000083, -00030,    
 0003.042969, 000976,  0.976, _,    -00037, 000080, -00027,    
 0003.042969, 000977,  0.977, _,    -00035, 000074, -00025,    
 0003.044922, 000975,  0.975, _,    -00036, 000076, -00026,    
 0003.044922, 000976,  0.976, _,    -00039, 000082, -00027,    
 0003.046875, 000975,  0.975, _,    -00038, 000083, -00032,    
 0003.046875, 000977,  0.977, _,    -00038, 000080, -00039,    
 0003.048828, 000978,  0.978, _,    -00039, 000081, -00035,    
 0003.048828, 000981,  0.981, _,    -00037, 000080, -00027,    
 0003.050781, 000978,  0.978, _,    -00036, 000079, -00026,    
 0003.050781, 000977,  0.977, _,    -00034, 000076, -00033,    
 0003.052734, 000977,  0.977, _,    -00033, 000075, -00040,    
 0003.052734, 000975,  0.975, _,    -00034, 000074, -00041,    
 0003.054688, 000977,  0.977, _,    -00036, 000074, -00036,    
 0003.054688, 000977,  0.977, _,    -00040, 000073, -00031,    
 0003.056641, 000986,  0.986, _,    -00038, 000073, -00029,    
 0003.056641, 000980,  0.980, _,    -00038, 000074, -00028,    
 0003.058594, 000979,  0.979, _,    -00041, 000074, -00026,    
 0003.058594, 000979,  0.979, _,    -00040, 000069, -00027,    
 0003.060547, 000978,  0.978, _,    -00036, 000065, -00031,    
 0003.060547, 000977,  0.977, _,    -00033, 000069, -00032,    
 0003.062500, 000976,  0.976, _,    -00037, 000077, -00037,    
 0003.062500, 000977,  0.977, _,    -00042, 000078, -00037,    
 0003.064453, 000976,  0.976, _,    -00040, 000078, -00034,    
 0003.064453, 000975,  0.975, _,    -00036, 000082, -00031,    
 0003.066406, 000976,  0.976, _,    -00037, 000081, -00030,    
 0003.066406, 000976,  0.976, _,    -00038, 000077, -00031,    
 0003.068359, 000976,  0.976, _,    -00039, 000074, -00035,    
 0003.068359, 000978,  0.978, _,    -00044, 000073, -00035,    
 0003.070312, 000977,  0.977, _,    -00045, 000073, -00033,    
 0003.070312, 000976,  0.976, _,    -00039, 000077, -00029,    
 0003.072266, 000976,  0.976, _,    -00035, 000077, -00029,    
 0003.072266, 000976,  0.976, _,    -00035, 000073, -00031,    
 0003.074219, 000976,  0.976, _,    -00036, 000073, -00032,    
 0003.076172, 000976,  0.976, _,    -00037, 000078, -00030,    
 0003.076172, 000976,  0.976, _,    -00034, 000078, -00028,    
 0003.078125, 000976,  0.976, _,    -00033, 000072, -00029,    
 0003.078125, 000975,  0.975, _,    -00034, 000069, -00032,    
 0003.080078, 000978,  0.978, _,    -00037, 000075, -00034,    
 0003.080078, 000977,  0.977, _,    -00038, 000079, -00036,    
 0003.082031, 000976,  0.976, _,    -00036, 000079, -00035,    
 0003.082031, 000976,  0.976, _,    -00036, 000076, -00031,    
 0003.083984, 000976,  0.976, _,    -00035, 000074, -00027,    
 0003.083984, 000975,  0.975, _,    -00036, 000078, -00028,    
 0003.085938, 000975,  0.975, _,    -00038, 000081, -00032,    
 0003.085938, 000975,  0.975, _,    -00036, 000080, -00030,    
 0003.087891, 000974,  0.974, _,    -00032, 000077, -00031,    
 0003.087891, 000976,  0.976, _,    -00037, 000073, -00032,    
 0003.089844, 000979,  0.979, _,    -00038, 000069, -00034,    
 0003.089844, 000980,  0.980, _,    -00032, 000066, -00034,    
 0003.091797, 000978,  0.978, _,    -00029, 000068, -00034,    
 0003.091797, 000976,  0.976, _,    -00026, 000077, -00036,    
 0003.093750, 000977,  0.977, _,    -00028, 000085, -00031,    
 0003.093750, 000977,  0.977, _,    -00035, 000085, -00029,    
 0003.095703, 000976,  0.976, _,    -00041, 000081, -00032,    
 0003.095703, 000975,  0.975, _,    -00040, 000075, -00036,    
 0003.097656, 000976,  0.976, _,    -00035, 000073, -00039,    
 0003.097656, 000977,  0.977, _,    -00030, 000075, -00040,    
 0003.099609, 000978,  0.978, _,    -00031, 000078, -00039,    
 0003.099609, 000976,  0.976, _,    -00031, 000080, -00036,    
 0003.101562, 000977,  0.977, _,    -00029, 000080, -00031,    
 0003.101562, 000975,  0.975, _,    -00030, 000079, -00029,    
 0003.103516, 000976,  0.976, _,    -00031, 000079, -00033,    
 0003.103516, 000976,  0.976, _,    -00031, 000079, -00039,    
 0003.105469, 000976,  0.976, _,    -00030, 000078, -00040,    
 0003.105469, 000977,  0.977, _,    -00032, 000075, -00040,    
 0003.107422, 000975,  0.975, _,    -00034, 000072, -00041,    
 0003.107422, 000976,  0.976, _,    -00037, 000075, -00041,    
 0003.109375, 000976,  0.976, _,    -00039, 000078, -00036,    
 0003.109375, 000978,  0.978, _,    -00039, 000080, -00033,    
 0003.111328, 000976,  0.976, _,    -00033, 000081, -00036,    
 0003.111328, 000978,  0.978, _,    -00029, 000080, -00034,    
 0003.113281, 000977,  0.977, _,    -00031, 000079, -00029,    
 0003.113281, 000977,  0.977, _,    -00030, 000078, -00030,    
 0003.115234, 000977,  0.977, _,    -00030, 000078, -00035,    
 0003.115234, 000976,  0.976, _,    -00033, 000077, -00036,    
 0003.117188, 000976,  0.976, _,    -00033, 000076, -00030,    
 0003.119141, 000979,  0.979, _,    -00033, 000074, -00029,    
 0003.119141, 000979,  0.979, _,    -00035, 000072, -00031,    
 0003.121094, 000987,  0.987, _,    -00039, 000079, -00030,    
 0003.121094, 000979,  0.979, _,    -00039, 000084, -00028,    
 0003.123047, 000978,  0.978, _,    -00039, 000080, -00028,    
 0003.123047, 000977,  0.977, _,    -00037, 000077, -00031,    
 0003.125000, 000976,  0.976, _,    -00033, 000079, -00036,    
 0003.125000, 000976,  0.976, _,    -00032, 000082, -00036,    
 0003.126953, 000976,  0.976, _,    -00033, 000082, -00033,    
 0003.126953, 000976,  0.976, _,    -00035, 000082, -00033,    
 0003.128906, 000974,  0.974, _,    -00034, 000079, -00028,    
 0003.128906, 000977,  0.977, _,    -00038, 000076, -00034,    
 0003.130859, 000978,  0.978, _,    -00042, 000077, -00039,    
 0003.130859, 000976,  0.976, _,    -00038, 000075, -00038,    
 0003.132812, 000976,  0.976, _,    -00034, 000071, -00035,    
 0003.132812, 000976,  0.976, _,    -00034, 000071, -00033,    
 0003.134766, 000977,  0.977, _,    -00037, 000072, -00036,    
 0003.134766, 000975,  0.975, _,    -00039, 000076, -00038,    
 0003.136719, 000976,  0.976, _,    -00040, 000076, -00036,    
 0003.136719, 000975,  0.975, _,    -00042, 000071, -00033,    
 0003.138672, 000976,  0.976, _,    -00045, 000070, -00036,    
 0003.138672, 000979,  0.979, _,    -00045, 000070, -00040,    
 0003.140625, 000979,  0.979, _,    -00043, 000071, -00042,    
 0003.140625, 000977,  0.977, _,    -00044, 000071, -00040,    
 0003.142578, 000976,  0.976, _,    -00040, 000075, -00036,    
 0003.142578, 000978,  0.978, _,    -00035, 000079, -00032,    
 0003.144531, 000975,  0.975, _,    -00034, 000080, -00034,    
 0003.144531, 000977,  0.977, _,    -00036, 000085, -00037,    
 0003.146484, 000975,  0.975, _,    -00037, 000086, -00037,    
 0003.146484, 000976,  0.976, _,    -00035, 000080, -00041,    
 0003.148438, 000975,  0.975, _,    -00033, 000074, -00042,    
 0003.148438, 000978,  0.978, _,    -00035, 000074, -00038,    
 0003.150391, 000977,  0.977, _,    -00037, 000075, -00035,    
 0003.150391, 000976,  0.976, _,    -00038, 000075, -00033,    
 0003.152344, 000975,  0.975, _,    -00037, 000076, -00028,    
 0003.152344, 000975,  0.975, _,    -00033, 000077, -00027,    
 0003.154297, 000975,  0.975, _,    -00036, 000077, -00031,    
 0003.154297, 000975,  0.975, _,    -00041, 000082, -00035,    
 0003.156250, 000977,  0.977, _,    -00041, 000085, -00036,    
 0003.156250, 000975,  0.975, _,    -00041, 000082, -00033,    
 0003.158203, 000975,  0.975, _,    -00041, 000077, -00030,    
 0003.160156, 000977,  0.977, _,    -00039, 000073, -00031,    
 0003.160156, 000977,  0.977, _,    -00038, 000073, -00034,    
 0003.162109, 000976,  0.976, _,    -00039, 000074, -00036,    
 0003.162109, 000976,  0.976, _,    -00039, 000071, -00034,    
 0003.164062, 000976,  0.976, _,    -00036, 000072, -00032,    
 0003.164062, 000976,  0.976, _,    -00033, 000076, -00034,    
 0003.166016, 000976,  0.976, _,    -00031, 000076, -00037,    
 0003.166016, 000975,  0.975, _,    -00032, 000074, -00038,    
 0003.167969, 000975,  0.975, _,    -00031, 000077, -00039,    
 0003.167969, 000977,  0.977, _,    -00035, 000079, -00037,    
 0003.169922, 000980,  0.980, _,    -00035, 000079, -00035,    
 0003.169922, 000977,  0.977, _,    -00031, 000081, -00036,    
 0003.171875, 000976,  0.976, _,    -00031, 000083, -00037,    
 0003.171875, 000978,  0.978, _,    -00034, 000087, -00039,    
 0003.173828, 000978,  0.978, _,    -00037, 000086, -00038,    
 0003.173828, 000978,  0.978, _,    -00038, 000082, -00034,    
 0003.175781, 000978,  0.978, _,    -00040, 000080, -00033,    
 0003.175781, 000978,  0.978, _,    -00038, 000078, -00028,    
 0003.177734, 000977,  0.977, _,    -00032, 000076, -00023,    
 0003.177734, 000978,  0.978, _,    -00025, 000075, -00025,    
 0003.179688, 000981,  0.981, _,    -00025, 000075, -00031,    
 0003.179688, 000977,  0.977, _,    -00035, 000076, -00038,    
 0003.181641, 000978,  0.978, _,    -00039, 000077, -00041,    
 0003.181641, 000976,  0.976, _,    -00037, 000078, -00039,    
 0003.183594, 000976,  0.976, _,    -00036, 000078, -00033,    
 0003.183594, 000987,  0.987, _,    -00039, 000077, -00031,    
 0003.185547, 000980,  0.980, _,    -00038, 000075, -00032,    
 0003.185547, 000978,  0.978, _,    -00035, 000073, -00031,    
 0003.187500, 000977,  0.977, _,    -00033, 000075, -00031,    
 0003.187500, 000978,  0.978, _,    -00031, 000079, -00033,    
 0003.189453, 000979,  0.979, _,    -00033, 000081, -00035,    
 0003.189453, 000978,  0.978, _,    -00029, 000080, -00037,    
 0003.191406, 000976,  0.976, _,    -00029, 000080, -00039,    
 0003.191406, 000975,  0.975, _,    -00032, 000077, -00044,    
 0003.193359, 000976,  0.976, _,    -00034, 000077, -00044,    
 0003.193359, 000977,  0.977, _,    -00033, 000078, -00042,    
 0003.195312, 000976,  0.976, _,    -00034, 000080, -00035,    
 0003.195312, 000976,  0.976, _,    -00040, 000078, -00032,    
 0003.197266, 000976,  0.976, _,    -00041, 000078, -00035,    
 0003.197266, 000975,  0.975, _,    -00035, 000079, -00038,    
 0003.199219, 000977,  0.977, _,    -00029, 000080, -00038,    
 0003.201172, 000976,  0.976, _,    -00029, 000075, -00036,    
 0003.201172, 000975,  0.975, _,    -00034, 000075, -00034,    
 0003.203125, 000976,  0.976, _,    -00039, 000082, -00031,    
 0003.203125, 000975,  0.975, _,    -00041, 000084, -00031,    
 0003.205078, 000976,  0.976, _,    -00039, 000080, -00034,    
 0003.205078, 000975,  0.975, _,    -00036, 000075, -00037,    
 0003.207031, 000975,  0.975, _,    -00035, 000072, -00036,    
 0003.207031, 000975,  0.975, _,    -00034, 000073, -00036,    
 0003.208984, 000975,  0.975, _,    -00037, 000079, -00038,    
 0003.208984, 000978,  0.978, _,    -00036, 000084, -00040,    
 0003.210938, 000976,  0.976, _,    -00034, 000082, -00042,    
 0003.210938, 000975,  0.975, _,    -00029, 000077, -00040,    
 0003.212891, 000975,  0.975, _,    -00031, 000078, -00033,    
 0003.212891, 000975,  0.975, _,    -00038, 000080, -00026,    
 0003.214844, 000976,  0.976, _,    -00038, 000078, -00025,    
 0003.214844, 000974,  0.974, _,    -00035, 000073, -00022,    
 0003.216797, 000974,  0.974, _,    -00035, 000070, -00021,    
 0003.216797, 000976,  0.976, _,    -00036, 000073, -00022,    
 0003.218750, 000976,  0.976, _,    -00039, 000077, -00027,    
 0003.218750, 000978,  0.978, _,    -00038, 000078, -00034,    
 0003.220703, 000975,  0.975, _,    -00039, 000075, -00036,    
 0003.220703, 000976,  0.976, _,    -00045, 000071, -00035,    
 0003.222656, 000976,  0.976, _,    -00047, 000073, -00036,    
 0003.222656, 000976,  0.976, _,    -00043, 000077, -00038,    
 0003.224609, 000975,  0.975, _,    -00039, 000077, -00035,    
 0003.224609, 000975,  0.975, _,    -00036, 000074, -00031,    
 0003.226562, 000975,  0.975, _,    -00033, 000075, -00030,    
 0003.226562, 000975,  0.975, _,    -00032, 000076, -00032,    
 0003.228516, 000975,  0.975, _,    -00033, 000077, -00033,    
 0003.228516, 000979,  0.979, _,    -00036, 000078, -00036,    
 0003.230469, 000977,  0.977, _,    -00039, 000081, -00036,    
 0003.230469, 000975,  0.975, _,    -00039, 000079, -00038,    
 0003.232422, 000977,  0.977, _,    -00039, 000072, -00039,    
 0003.232422, 000978,  0.978, _,    -00036, 000072, -00040,    
